ability,version_group,language,flavor_text
hustle,ultra-sun-ultra-moon,fr,Améliore l'Attaque du Pokémon mais diminue la Précision.
hustle,ultra-sun-ultra-moon,de,"Erhöht den Angriffs-Wert, aber senkt die
Genauigkeit."
hustle,ultra-sun-ultra-moon,es,"Aumenta el Ataque, pero reduce la Precisión."
hustle,ultra-sun-ultra-moon,it,"Aumenta l’Attacco, ma diminuisce la precisione."
hustle,ultra-sun-ultra-moon,en,"Boosts the Attack stat, but lowers accuracy."
hustle,ultra-sun-ultra-moon,ja,"自分の　攻撃が　高くなるが
命中率が　下がる。"
hustle,ultra-sun-ultra-moon,zh-hans,"自己的攻击变高，
但命中率会降低。"
hustle,ultra-sun-ultra-moon,es-419,"Aumenta el Ataque, pero reduce la Precisión."
hustle,lets-go-pikachu-lets-go-eevee,ja-hrkt,"じぶんの　こうげきが　たかくなるが
めいちゅうりつが　さがる。"
hustle,lets-go-pikachu-lets-go-eevee,ko,"자신의 공격이 높아지지만
명중률이 떨어진다."
hustle,lets-go-pikachu-lets-go-eevee,zh-hant,"自己的攻擊雖會變高，
但命中率會降低。"
hustle,lets-go-pikachu-lets-go-eevee,fr,"Améliore l’Attaque du Pokémon mais diminue
la Précision."
hustle,lets-go-pikachu-lets-go-eevee,de,"Erhöht den Angriffs-Wert, aber senkt die
Genauigkeit."
hustle,lets-go-pikachu-lets-go-eevee,es,"Aumenta el Ataque, pero reduce la Precisión."
hustle,lets-go-pikachu-lets-go-eevee,it,"Aumenta l’Attacco, ma diminuisce la precisione."
hustle,lets-go-pikachu-lets-go-eevee,en,"Boosts the Attack stat, but lowers accuracy."
hustle,lets-go-pikachu-lets-go-eevee,ja,"自分の　攻撃が　高くなるが
命中率が　下がる。"
hustle,lets-go-pikachu-lets-go-eevee,zh-hans,"自己的攻击变高，
但命中率会降低。"
hustle,lets-go-pikachu-lets-go-eevee,es-419,"Aumenta el Ataque, pero reduce la Precisión."
hustle,sword-shield,ja-hrkt,"じぶんの　こうげきが　たかくなるが
めいちゅうりつが　さがる。"
hustle,sword-shield,ko,"자신의 공격이 높아지지만
명중률이 떨어진다."
hustle,sword-shield,zh-hant,"自己的攻擊雖會變高，
但命中率會降低。"
hustle,sword-shield,fr,"Améliore l'Attaque du Pokémon, mais diminue la Précision."
hustle,sword-shield,de,"Erhöht den Angriffs-Wert, aber senkt die Genauigkeit."
hustle,sword-shield,es,"Aumenta su Ataque, pero reduce su Precisión."
hustle,sword-shield,it,"L’Attacco aumenta, ma la precisione diminuisce."
hustle,sword-shield,en,"Boosts the Attack stat, but lowers accuracy."
hustle,sword-shield,ja,"自分の　攻撃が　高くなるが
命中率が　下がる。"
hustle,sword-shield,zh-hans,"自己的攻击变高，
但命中率会降低。"
hustle,sword-shield,es-419,"Aumenta su Ataque, pero reduce su Precisión."
hustle,scarlet-violet,fr,"Améliore l'Attaque du Pokémon, mais diminue la Précision."
hustle,scarlet-violet,en,Boosts the Pokémon's Attack stat but lowers its accuracy.
cute-charm,ruby-sapphire,fr,Séduit quand touché.
cute-charm,ruby-sapphire,en,Infatuates on contact.
cute-charm,emerald,fr,Séduit quand touché.
cute-charm,emerald,en,Infatuates on contact.
cute-charm,firered-leafgreen,fr,Séduit quand touché.
cute-charm,firered-leafgreen,en,Infatuates on contact.
cute-charm,diamond-pearl,fr,Séduit parfois l'ennemi au contact.
cute-charm,diamond-pearl,en,"Contact with the Pokémon
may cause infatuation."
cute-charm,platinum,fr,Séduit parfois l'ennemi au contact.
cute-charm,platinum,en,"Contact with the Pokémon
may cause infatuation."
cute-charm,heartgold-soulsilver,fr,Séduit parfois l'ennemi au contact.
cute-charm,heartgold-soulsilver,en,"Contact with the Pokémon
may cause infatuation."
cute-charm,black-white,fr,Séduit parfois l'ennemi au contact.
cute-charm,black-white,en,"Contact with the Pokémon
may cause infatuation."
cute-charm,black-2-white-2,fr,Séduit parfois l'ennemi au contact.
cute-charm,black-2-white-2,en,"Contact with the Pokémon
may cause infatuation."
cute-charm,x-y,ja-hrkt,"ふれると　メロメロに
することがある。"
cute-charm,x-y,ko,"스치면 헤롱헤롱 상태가
될 때가 있다."
cute-charm,x-y,fr,Peut séduire l'attaquant lorsque le Pokémon subit une attaque directe.
cute-charm,x-y,de,"Kann bei Kontakt betörend
wirken."
cute-charm,x-y,es,"Tocar al Pokémon puede causar
enamoramiento."
cute-charm,x-y,it,"Al contatto subito, chi sferra
l’attacco può infatuarsi."
cute-charm,x-y,en,"Contact with the Pokémon
may cause infatuation."
cute-charm,x-y,ja,"触れると　メロメロに
することがある。"
cute-charm,x-y,es-419,"Tocar al Pokémon puede causar
enamoramiento."
cute-charm,omega-ruby-alpha-sapphire,ja-hrkt,"ふれると　メロメロに
することがある。"
cute-charm,omega-ruby-alpha-sapphire,ko,"스치면 헤롱헤롱 상태가
될 때가 있다."
cute-charm,omega-ruby-alpha-sapphire,fr,Séduit parfois l'ennemi au contact.
cute-charm,omega-ruby-alpha-sapphire,de,"Kann bei Kontakt betörend
wirken."
cute-charm,omega-ruby-alpha-sapphire,es,"Tocar al Pokémon puede causar
enamoramiento."
cute-charm,omega-ruby-alpha-sapphire,it,"Al contatto subito, chi sferra
l’attacco può infatuarsi."
cute-charm,omega-ruby-alpha-sapphire,en,"Contact with the Pokémon
may cause infatuation."
cute-charm,omega-ruby-alpha-sapphire,ja,"触れると　メロメロに
することがある。"
cute-charm,omega-ruby-alpha-sapphire,es-419,"Tocar al Pokémon puede causar
enamoramiento."
cute-charm,sun-moon,ja-hrkt,"じぶんに　さわった　あいてを
メロメロに　することが　ある。"
cute-charm,sun-moon,ko,"자신과 접촉한 상대를
헤롱헤롱 상태로 만들 때가 있다."
cute-charm,sun-moon,zh-hant,"有時會讓接觸到自己的對手
陷入著迷狀態。"
cute-charm,sun-moon,fr,Peut séduire l'attaquant lorsque le Pokémon subit une attaque directe.
cute-charm,sun-moon,de,"Wird dieses Pokémon durch eine direkte Attacke
angegriffen, verliebt sich der Gegner in es."
cute-charm,sun-moon,es,"Entrar en contacto con el Pokémon puede causar
enamoramiento."
cute-charm,sun-moon,it,"Può causare infatuazione a chi manda a segno
un attacco diretto."
cute-charm,sun-moon,en,Contact with the Pokémon may cause infatuation.
cute-charm,sun-moon,ja,"自分に　触った　相手を
メロメロに　することが　ある。"
cute-charm,sun-moon,zh-hans,有时会让接触到自己的对手着迷。
cute-charm,sun-moon,es-419,"Entrar en contacto con el Pokémon puede causar
enamoramiento."
cute-charm,ultra-sun-ultra-moon,ja-hrkt,"じぶんに　さわった　あいてを
メロメロに　することが　ある。"
cute-charm,ultra-sun-ultra-moon,ko,"자신과 접촉한 상대를
헤롱헤롱 상태로 만들 때가 있다."
cute-charm,ultra-sun-ultra-moon,zh-hant,"有時會讓接觸到自己的對手
陷入著迷狀態。"
cute-charm,ultra-sun-ultra-moon,fr,Peut séduire l'attaquant lorsque le Pokémon subit une attaque directe.
cute-charm,ultra-sun-ultra-moon,de,"Wird dieses Pokémon durch eine direkte Attacke
angegriffen, verliebt sich der Gegner in es."
cute-charm,ultra-sun-ultra-moon,es,"Entrar en contacto con el Pokémon puede causar
enamoramiento."
cute-charm,ultra-sun-ultra-moon,it,"Può causare infatuazione a chi manda a segno
un attacco diretto."
cute-charm,ultra-sun-ultra-moon,en,Contact with the Pokémon may cause infatuation.
cute-charm,ultra-sun-ultra-moon,ja,"自分に　触った　相手を
メロメロに　することが　ある。"
cute-charm,ultra-sun-ultra-moon,zh-hans,有时会让接触到自己的对手着迷。
cute-charm,ultra-sun-ultra-moon,es-419,"Entrar en contacto con el Pokémon puede causar
enamoramiento."
cute-charm,lets-go-pikachu-lets-go-eevee,ja-hrkt,"じぶんに　さわった　あいてを
メロメロに　することが　ある。"
cute-charm,lets-go-pikachu-lets-go-eevee,ko,"자신과 접촉한 상대를
헤롱헤롱 상태로 만들 때가 있다."
cute-charm,lets-go-pikachu-lets-go-eevee,zh-hant,"有時會讓接觸到自己的對手
陷入著迷狀態。"
cute-charm,lets-go-pikachu-lets-go-eevee,fr,"Peut séduire l’attaquant lorsque le Pokémon subit
une attaque directe."
cute-charm,lets-go-pikachu-lets-go-eevee,de,"Wird dieses Pokémon durch eine direkte Attacke
angegriffen, verliebt sich der Gegner in es."
cute-charm,lets-go-pikachu-lets-go-eevee,es,"Entrar en contacto con el Pokémon puede causar
enamoramiento."
cute-charm,lets-go-pikachu-lets-go-eevee,it,"Può causare infatuazione a chi manda a segno
un attacco diretto."
cute-charm,lets-go-pikachu-lets-go-eevee,en,Contact with the Pokémon may cause infatuation.
cute-charm,lets-go-pikachu-lets-go-eevee,ja,"自分に　触った　相手を
メロメロに　することが　ある。"
cute-charm,lets-go-pikachu-lets-go-eevee,zh-hans,有时会让接触到自己的对手着迷。
cute-charm,lets-go-pikachu-lets-go-eevee,es-419,"Entrar en contacto con el Pokémon puede causar
enamoramiento."
cute-charm,sword-shield,ja-hrkt,"じぶんに　さわった　あいてを
メロメロに　することが　ある。"
cute-charm,sword-shield,ko,"자신과 접촉한 상대를
헤롱헤롱 상태로 만들 때가 있다."
cute-charm,sword-shield,zh-hant,"有時會讓接觸到自己的對手
陷入著迷狀態。"
cute-charm,sword-shield,fr,Peut séduire l'attaquant lorsque le Pokémon subit une attaque directe.
cute-charm,sword-shield,de,"Wird dieses Pokémon durch eine direkte Attacke
angegriffen, verliebt sich der Gegner eventuell in es."
cute-charm,sword-shield,es,Puede causar enamoramiento al rival que lo toque.
cute-charm,sword-shield,it,"Può causare infatuazione a chi manda a segno
un attacco diretto."
cute-charm,sword-shield,en,Contact with the Pokémon may cause infatuation.
cute-charm,sword-shield,ja,"自分に　触った　相手を
メロメロに　することが　ある。"
cute-charm,sword-shield,zh-hans,有时会让接触到自己的对手着迷。
cute-charm,sword-shield,es-419,Puede causar enamoramiento al rival que lo toque.
cute-charm,scarlet-violet,fr,Peut séduire l'attaquant lorsque le Pokémon subit une attaque directe.
cute-charm,scarlet-violet,en,The Pokémon may infatuate attackers that make direct contact with it.
plus,ruby-sapphire,fr,Puissance + avec MINUS.
plus,ruby-sapphire,en,Powers up with MINUS.
plus,emerald,fr,Puissance + avec MINUS.
plus,emerald,en,Powers up with MINUS.
plus,firered-leafgreen,fr,Puissance + avec MINUS.
plus,firered-leafgreen,en,Powers up with MINUS.
plus,diamond-pearl,fr,Améliore l'Atq. Spé. si un autre Pokémon a Minus.
plus,diamond-pearl,en,"Boosts Sp. Atk if another
Pokémon has Minus."
plus,platinum,fr,Améliore l'Atq. Spé. si un autre Pokémon a Minus.
plus,platinum,en,"Boosts Sp. Atk if another
Pokémon has Minus."
plus,heartgold-soulsilver,fr,Améliore l'Atq. Spé. si un autre Pokémon a Minus.
plus,heartgold-soulsilver,en,"Ups Sp. Atk if another
Pokémon has Minus."
plus,black-white,fr,Augmente l'Atq. Spé. si un Pokémon a Minus ou Plus.
plus,black-white,en,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
plus,black-2-white-2,fr,Augmente l'Atq. Spé. si un Pokémon a Minus ou Plus.
plus,black-2-white-2,en,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
plus,x-y,ja-hrkt,"プラスかマイナスがいると
とくこうが　あがる。"
plus,x-y,ko,"플러스나 마이너스가 있으면
특수공격이 올라간다."
plus,x-y,fr,"Augmente l’Attaque Spéciale si
un Pokémon a Minus ou Plus."
plus,x-y,de,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten sind."
plus,x-y,es,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
plus,x-y,it,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
plus,x-y,en,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
plus,x-y,ja,"プラスかマイナスがいると
特攻が　あがる。"
plus,x-y,es-419,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
plus,omega-ruby-alpha-sapphire,ja-hrkt,"プラスかマイナスがいると
とくこうが　あがる。"
plus,omega-ruby-alpha-sapphire,ko,"플러스나 마이너스가 있으면
특수공격이 올라간다."
plus,omega-ruby-alpha-sapphire,fr,Augmente l'Atq. Spé. si un Pokémon a Minus ou Plus.
plus,omega-ruby-alpha-sapphire,de,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten ist."
plus,omega-ruby-alpha-sapphire,es,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
plus,omega-ruby-alpha-sapphire,it,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
plus,omega-ruby-alpha-sapphire,en,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
plus,omega-ruby-alpha-sapphire,ja,"プラスかマイナスがいると
特攻が　あがる。"
plus,omega-ruby-alpha-sapphire,es-419,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
plus,sun-moon,ja-hrkt,"プラスか　マイナスの　とくせいを　もつ
ポケモンが　なかまに　いると
じぶんの　とくこうが　あがる。"
plus,sun-moon,ko,"플러스나 마이너스의 특성을 가진
포켓몬이 동료에 있으면
자신의 특수공격이 올라간다."
plus,sun-moon,zh-hant,"場上的夥伴之中，
如果有正電或負電特性的寶可夢，
自己的特攻會提高。"
plus,sun-moon,fr,L'Attaque Spéciale du Pokémon augmente si un Pokémon allié a le talent Minus ou Plus.
plus,sun-moon,de,"Erhöht den Spezial-Angriff, wenn das Pokémon einen
Mitstreiter mit der Fähigkeit Plus oder Minus hat."
plus,sun-moon,es,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
plus,sun-moon,it,"Aumenta l’Attacco Speciale se ci sono
alleati con l’abilità Meno o Più."
plus,sun-moon,en,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
plus,sun-moon,ja,"プラスか　マイナスの　特性を　持つ
ポケモンが　仲間に　いると
自分の　特攻が　上がる。"
plus,sun-moon,zh-hans,"出场的伙伴之间
如果有正电或负电特性的宝可梦，
自己的特攻会提高。"
plus,sun-moon,es-419,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
plus,ultra-sun-ultra-moon,ja-hrkt,"プラスか　マイナスの　とくせいを　もつ
ポケモンが　なかまに　いると
じぶんの　とくこうが　あがる。"
plus,ultra-sun-ultra-moon,ko,"플러스나 마이너스의 특성을 가진
포켓몬이 동료에 있으면
자신의 특수공격이 올라간다."
plus,ultra-sun-ultra-moon,zh-hant,"場上的夥伴之中，
如果有正電或負電特性的寶可夢，
自己的特攻會提高。"
plus,ultra-sun-ultra-moon,fr,L'Attaque Spéciale du Pokémon augmente si un Pokémon allié a le talent Minus ou Plus.
plus,ultra-sun-ultra-moon,de,"Erhöht den Spezial-Angriff, wenn das Pokémon einen
Mitstreiter mit der Fähigkeit Plus oder Minus hat."
plus,ultra-sun-ultra-moon,es,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
plus,ultra-sun-ultra-moon,it,"Aumenta l’Attacco Speciale se ci sono
alleati con l’abilità Meno o Più."
plus,ultra-sun-ultra-moon,en,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
plus,ultra-sun-ultra-moon,ja,"プラスか　マイナスの　特性を　持つ
ポケモンが　仲間に　いると
自分の　特攻が　上がる。"
plus,ultra-sun-ultra-moon,zh-hans,"出场的伙伴之间
如果有正电或负电特性的宝可梦，
自己的特攻会提高。"
plus,ultra-sun-ultra-moon,es-419,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
plus,lets-go-pikachu-lets-go-eevee,ja-hrkt,"プラスか　マイナスの　とくせいを　もつ
ポケモンが　なかまに　いると
じぶんの　とくこうが　あがる。"
plus,lets-go-pikachu-lets-go-eevee,ko,"플러스나 마이너스의 특성을 가진
포켓몬이 동료에 있으면
자신의 특수공격이 올라간다."
plus,lets-go-pikachu-lets-go-eevee,zh-hant,"場上的夥伴之中，
如果有正電或負電特性的寶可夢，
自己的特攻會提高。"
plus,lets-go-pikachu-lets-go-eevee,fr,"L’Attaque Spéciale du Pokémon augmente
si un Pokémon allié a le talent Minus ou Plus."
plus,lets-go-pikachu-lets-go-eevee,de,"Erhöht den Spezial-Angriff, wenn das Pokémon einen
Mitstreiter mit der Fähigkeit Plus oder Minus hat."
plus,lets-go-pikachu-lets-go-eevee,es,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
plus,lets-go-pikachu-lets-go-eevee,it,"Aumenta l’Attacco Speciale se ci sono
alleati con l’abilità Meno o Più."
plus,lets-go-pikachu-lets-go-eevee,en,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
plus,lets-go-pikachu-lets-go-eevee,ja,"プラスか　マイナスの　特性を　持つ
ポケモンが　仲間に　いると
自分の　特攻が　上がる。"
plus,lets-go-pikachu-lets-go-eevee,zh-hans,"出场的伙伴之间
如果有正电或负电特性的宝可梦，
自己的特攻会提高。"
plus,lets-go-pikachu-lets-go-eevee,es-419,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
plus,sword-shield,ja-hrkt,"プラスか　マイナスの　とくせいを　もつ
ポケモンが　なかまに　いると
じぶんの　とくこうが　あがる。"
plus,sword-shield,ko,"플러스나 마이너스의 특성을 가진
포켓몬이 동료에 있으면
자신의 특수공격이 올라간다."
plus,sword-shield,zh-hant,"場上的夥伴之中，
如果有正電或負電特性的寶可夢，
自己的特攻會提高。"
plus,sword-shield,fr,L'Attaque Spéciale du Pokémon augmente si un Pokémon allié a le talent Moins ou Plus.
plus,sword-shield,de,"Erhöht den Spezial-Angriff, wenn das Pokémon einen
Mitstreiter mit der Fähigkeit Plus oder Minus hat."
plus,sword-shield,es,"Potencia su Ataque Especial si un Pokémon aliado tiene
la habilidad Más o Menos."
plus,sword-shield,it,"L’Attacco Speciale aumenta se ci sono alleati con
l’abilità Meno o Più."
plus,sword-shield,en,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
plus,sword-shield,ja,"プラスか　マイナスの　特性を　持つ
ポケモンが　仲間に　いると
自分の　特攻が　上がる。"
plus,sword-shield,zh-hans,"出场的伙伴之间
如果有正电或负电特性的宝可梦，
自己的特攻会提高。"
plus,sword-shield,es-419,"Potencia su Ataque Especial si un Pokémon aliado tiene
la habilidad Más o Menos."
plus,scarlet-violet,fr,L’Attaque Spéciale du Pokémon augmente\nsi un Pokémon allié a le talent Moins ou Plus.
plus,scarlet-violet,en,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
minus,ruby-sapphire,fr,Puissance + avec PLUS.
minus,ruby-sapphire,en,Powers up with PLUS.
minus,emerald,fr,Puissance + avec PLUS.
minus,emerald,en,Powers up with PLUS.
minus,firered-leafgreen,fr,Puissance + avec PLUS.
minus,firered-leafgreen,en,Powers up with PLUS.
minus,diamond-pearl,fr,Améliore l'Atq. Spé. si un autre Pokémon a Plus.
minus,diamond-pearl,en,"Boosts Sp. Atk if another
Pokémon has Plus."
minus,platinum,fr,Améliore l'Atq. Spé. si un autre Pokémon a Plus.
minus,platinum,en,"Boosts Sp. Atk if another
Pokémon has Plus."
minus,heartgold-soulsilver,fr,Améliore l'Atq. Spé. si un autre Pokémon a Plus.
minus,heartgold-soulsilver,en,"Ups Sp. Atk if another
Pokémon has Plus."
minus,black-white,fr,Augmente l'Atq. Spé. si un autre Pokémon a Minus ou Plus.
minus,black-white,en,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
minus,black-2-white-2,fr,Augmente l'Atq. Spé. si un autre Pokémon a Minus ou Plus.
minus,black-2-white-2,en,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
minus,x-y,ja-hrkt,"プラスかマイナスがいると
とくこうが　あがる。"
minus,x-y,ko,"플러스나 마이너스가 있으면
특수공격이 올라간다."
minus,x-y,fr,"Augmente l’Attaque Spéciale si
un Pokémon a Minus ou Plus."
minus,x-y,de,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten sind."
minus,x-y,es,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
minus,x-y,it,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
minus,x-y,en,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
minus,x-y,ja,"プラスかマイナスがいると
特攻が　あがる。"
minus,x-y,es-419,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
minus,omega-ruby-alpha-sapphire,ja-hrkt,"プラスかマイナスがいると
とくこうが　あがる。"
minus,omega-ruby-alpha-sapphire,ko,"플러스나 마이너스가 있으면
특수공격이 올라간다."
minus,omega-ruby-alpha-sapphire,fr,Augmente l'Atq. Spé. si un autre Pokémon a Minus ou Plus.
minus,omega-ruby-alpha-sapphire,de,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten ist."
minus,omega-ruby-alpha-sapphire,es,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
minus,omega-ruby-alpha-sapphire,it,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
minus,omega-ruby-alpha-sapphire,en,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
minus,omega-ruby-alpha-sapphire,ja,"プラスかマイナスがいると
特攻が　あがる。"
minus,omega-ruby-alpha-sapphire,es-419,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
minus,sun-moon,ja-hrkt,"プラスか　マイナスの　とくせいを　もつ
ポケモンが　なかまに　いると
じぶんの　とくこうが　あがる。"
minus,sun-moon,ko,"플러스나 마이너스의 특성을 가진
포켓몬이 동료에 있으면
자신의 특수공격이 올라간다."
minus,sun-moon,zh-hant,"場上的夥伴之中，
如果有正電或負電特性的寶可夢，
自己的特攻會提高。"
minus,sun-moon,fr,L'Attaque Spéciale du Pokémon augmente si un Pokémon allié a le talent Minus ou Plus.
minus,sun-moon,de,"Erhöht den Spezial-Angriff, wenn das Pokémon einen
Mitstreiter mit der Fähigkeit Plus oder Minus hat."
minus,sun-moon,es,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
minus,sun-moon,it,"Aumenta l’Attacco Speciale se ci sono
alleati con l’abilità Meno o Più."
minus,sun-moon,en,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
minus,sun-moon,ja,"プラスか　マイナスの　特性を　持つ
ポケモンが　仲間に　いると
自分の　特攻が　上がる。"
minus,sun-moon,zh-hans,"出场的伙伴之间
如果有正电或负电特性的宝可梦，
自己的特攻会提高。"
minus,sun-moon,es-419,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
minus,ultra-sun-ultra-moon,ja-hrkt,"プラスか　マイナスの　とくせいを　もつ
ポケモンが　なかまに　いると
じぶんの　とくこうが　あがる。"
minus,ultra-sun-ultra-moon,ko,"플러스나 마이너스의 특성을 가진
포켓몬이 동료에 있으면
자신의 특수공격이 올라간다."
minus,ultra-sun-ultra-moon,zh-hant,"場上的夥伴之中，
如果有正電或負電特性的寶可夢，
自己的特攻會提高。"
minus,ultra-sun-ultra-moon,fr,L'Attaque Spéciale du Pokémon augmente si un Pokémon allié a le talent Minus ou Plus.
minus,ultra-sun-ultra-moon,de,"Erhöht den Spezial-Angriff, wenn das Pokémon einen
Mitstreiter mit der Fähigkeit Plus oder Minus hat."
minus,ultra-sun-ultra-moon,es,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
minus,ultra-sun-ultra-moon,it,"Aumenta l’Attacco Speciale se ci sono
alleati con l’abilità Meno o Più."
minus,ultra-sun-ultra-moon,en,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
minus,ultra-sun-ultra-moon,ja,"プラスか　マイナスの　特性を　持つ
ポケモンが　仲間に　いると
自分の　特攻が　上がる。"
minus,ultra-sun-ultra-moon,zh-hans,"出场的伙伴之间
如果有正电或负电特性的宝可梦，
自己的特攻会提高。"
minus,ultra-sun-ultra-moon,es-419,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
minus,lets-go-pikachu-lets-go-eevee,ja-hrkt,"プラスか　マイナスの　とくせいを　もつ
ポケモンが　なかまに　いると
じぶんの　とくこうが　あがる。"
minus,lets-go-pikachu-lets-go-eevee,ko,"플러스나 마이너스의 특성을 가진
포켓몬이 동료에 있으면
자신의 특수공격이 올라간다."
minus,lets-go-pikachu-lets-go-eevee,zh-hant,"場上的夥伴之中，
如果有正電或負電特性的寶可夢，
自己的特攻會提高。"
minus,lets-go-pikachu-lets-go-eevee,fr,"L’Attaque Spéciale du Pokémon augmente
si un Pokémon allié a le talent Minus ou Plus."
minus,lets-go-pikachu-lets-go-eevee,de,"Erhöht den Spezial-Angriff, wenn das Pokémon einen
Mitstreiter mit der Fähigkeit Plus oder Minus hat."
minus,lets-go-pikachu-lets-go-eevee,es,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
minus,lets-go-pikachu-lets-go-eevee,it,"Aumenta l’Attacco Speciale se ci sono
alleati con l’abilità Meno o Più."
minus,lets-go-pikachu-lets-go-eevee,en,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
minus,lets-go-pikachu-lets-go-eevee,ja,"プラスか　マイナスの　特性を　持つ
ポケモンが　仲間に　いると
自分の　特攻が　上がる。"
minus,lets-go-pikachu-lets-go-eevee,zh-hans,"出场的伙伴之间
如果有正电或负电特性的宝可梦，
自己的特攻会提高。"
minus,lets-go-pikachu-lets-go-eevee,es-419,"Potencia el Ataque Especial si un Pokémon aliado
tiene la habilidad Más o Menos."
minus,sword-shield,ja-hrkt,"プラスか　マイナスの　とくせいを　もつ
ポケモンが　なかまに　いると
じぶんの　とくこうが　あがる。"
minus,sword-shield,ko,"플러스나 마이너스의 특성을 가진
포켓몬이 동료에 있으면
자신의 특수공격이 올라간다."
minus,sword-shield,zh-hant,"場上的夥伴之中，
如果有正電或負電特性的寶可夢，
自己的特攻會提高。"
minus,sword-shield,fr,L'Attaque Spéciale du Pokémon augmente si un Pokémon allié a le talent Moins ou Plus.
minus,sword-shield,de,"Erhöht den Spezial-Angriff, wenn das Pokémon einen
Mitstreiter mit der Fähigkeit Plus oder Minus hat."
minus,sword-shield,es,"Potencia su Ataque Especial si un Pokémon aliado tiene
la habilidad Más o Menos."
minus,sword-shield,it,"L’Attacco Speciale aumenta se ci sono alleati con
l’abilità Meno o Più."
minus,sword-shield,en,"Boosts the Sp. Atk stat of the Pokémon if an ally
with the Plus or Minus Ability is also in battle."
minus,sword-shield,ja,"プラスか　マイナスの　特性を　持つ
ポケモンが　仲間に　いると
自分の　特攻が　上がる。"
minus,sword-shield,zh-hans,"出场的伙伴之间
如果有正电或负电特性的宝可梦，
自己的特攻会提高。"
minus,sword-shield,es-419,"Potencia su Ataque Especial si un Pokémon aliado tiene
la habilidad Más o Menos."
minus,scarlet-violet,fr,L’Attaque Spéciale du Pokémon augmente\nsi un Pokémon allié a le talent Moins ou Plus.
minus,scarlet-violet,en,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.
forecast,ruby-sapphire,fr,Change selon le climat.
forecast,ruby-sapphire,en,Changes with the weather.
forecast,emerald,fr,Change selon le climat.
forecast,emerald,en,Changes with the weather.
forecast,firered-leafgreen,fr,Change selon le climat.
forecast,firered-leafgreen,en,Changes with the weather.
forecast,diamond-pearl,fr,MORPHEO change de forme selon le climat.
forecast,diamond-pearl,en,"CASTFORM transforms with
the weather."
forecast,platinum,fr,MORPHEO change de forme selon le climat.
