item,version_group,language,flavor_text
awakening,lets-go-pikachu-lets-go-eevee,it,"Rimedio spray.
Sveglia un Pokémon addormentato."
awakening,lets-go-pikachu-lets-go-eevee,en,"A spray-type medicine to wake the sleeping. It can
be used to rouse a single Pokémon from
the clutches of sleep."
awakening,lets-go-pikachu-lets-go-eevee,ja,"スプレー式の　薬。
ポケモン　１匹の　ねむりの
状態を　回復する。"
awakening,lets-go-pikachu-lets-go-eevee,zh-hans,"喷雾式药水。
能治愈１只宝可梦的
睡眠状态。"
awakening,lets-go-pikachu-lets-go-eevee,es-419,"Medicina en espray que libera a un Pokémon de
las garras del sueño."
awakening,sword-shield,ja-hrkt,"スプレーしきの　くすり。
ポケモン　１ひきの　ねむりの
じょうたいを　かいふくする。"
awakening,sword-shield,ko,"스프레이식의 약.
포켓몬 1마리의
잠듦 상태를 회복한다."
awakening,sword-shield,zh-hant,"噴霧式藥水。
能治癒１隻寶可夢的
睡眠狀態。"
awakening,sword-shield,fr,"Un médicament sous forme de spray.
Réveille un Pokémon endormi."
awakening,sword-shield,de,"Ein Spray, das ein schlafendes Pokémon aufweckt."
awakening,sword-shield,es,"Medicina en espray que libera a un Pokémon de las
garras del sueño."
awakening,sword-shield,it,"Rimedio spray.
Sveglia un Pokémon addormentato."
awakening,sword-shield,en,"A spray-type medicine to wake the sleeping. It can be used
to rouse a single Pokémon from the clutches of sleep."
awakening,sword-shield,ja,"スプレー式の　薬。
ポケモン　１匹の　ねむりの
状態を　回復する。"
awakening,sword-shield,zh-hans,"喷雾式药水。
能治愈１只宝可梦的
睡眠状态。"
awakening,sword-shield,es-419,"Medicina en espray que libera a un Pokémon de las
garras del sueño."
paralyze-heal,ruby-sapphire,en,"Heals a paralyzed
POKéMON."
paralyze-heal,emerald,en,"Heals a paralyzed
POKéMON."
paralyze-heal,firered-leafgreen,en,"A spray-type medicine.
It heals one POKéMON from
paralysis."
paralyze-heal,diamond-pearl,en,"A spray-type medicine.
It eliminates paralysis from a single
Pokémon."
paralyze-heal,platinum,en,"A spray-type medicine.
It eliminates paralysis from a single
Pokémon."
paralyze-heal,heartgold-soulsilver,en,"A spray-type medicine.
It eliminates paralysis from a single
Pokémon."
paralyze-heal,black-white,fr,"Un médicament sous forme de spray.
Soigne un Pokémon de la paralysie."
paralyze-heal,black-white,en,"A spray-type medicine.
It eliminates paralysis from a single
Pokémon."
paralyze-heal,black-2-white-2,en,"A spray-type medicine.
It eliminates paralysis from a single
Pokémon."
paralyze-heal,x-y,ja-hrkt,"スプレーしきの　くすり。
ポケモン　１ひきの　まひの
じょうたいを　かいふくする。"
paralyze-heal,x-y,ko,"스프레이식의 약.
포켓몬 1마리의
마비 상태를 회복한다."
paralyze-heal,x-y,fr,"Un médicament sous forme de spray.
Soigne un Pokémon de la paralysie."
paralyze-heal,x-y,de,"Ein Spray, das ein Pokémon von Paralyse heilt."
paralyze-heal,x-y,es,"Medicina en espray que cura a un Pokémon
paralizado."
paralyze-heal,x-y,it,"Rimedio spray.
Cura un Pokémon dalla paralisi."
paralyze-heal,x-y,en,"A spray-type medicine for paralysis.
It can be used once to free a
Pokémon that has been paralyzed."
paralyze-heal,x-y,ja,"スプレー式の　薬。
ポケモン　１匹の　まひの
状態を　回復する。"
paralyze-heal,x-y,es-419,"Medicina en espray que cura a un Pokémon
paralizado."
paralyze-heal,sun-moon,ja-hrkt,"スプレーしきの　くすり。
ポケモン　１ひきの　まひの
じょうたいを　かいふくする。"
paralyze-heal,sun-moon,ko,"스프레이식의 약.
포켓몬 1마리의
마비 상태를 회복한다."
paralyze-heal,sun-moon,zh-hant,"噴霧式藥水。
能治癒１隻寶可夢的
麻痺狀態。"
paralyze-heal,sun-moon,fr,"Un médicament sous forme de spray.
Soigne un Pokémon de la paralysie."
paralyze-heal,sun-moon,de,"Ein Spray, das ein Pokémon von Paralyse heilt."
paralyze-heal,sun-moon,es,"Medicina en espray que cura a un Pokémon
paralizado."
paralyze-heal,sun-moon,it,"Rimedio spray.
Cura un Pokémon dalla paralisi."
paralyze-heal,sun-moon,en,"A spray-type medicine for paralysis. It can be used
once to free a Pokémon that has been paralyzed."
paralyze-heal,sun-moon,ja,"スプレー式の　薬。
ポケモン　１匹の　まひの
状態を　回復する。"
paralyze-heal,sun-moon,zh-hans,"喷雾式药水。
能治愈１只宝可梦的
麻痹状态。"
paralyze-heal,sun-moon,es-419,"Medicina en espray que cura a un Pokémon
paralizado."
paralyze-heal,ultra-sun-ultra-moon,ja-hrkt,"スプレーしきの　くすり。
ポケモン　１ひきの　まひの
じょうたいを　かいふくする。"
paralyze-heal,ultra-sun-ultra-moon,ko,"스프레이식의 약.
포켓몬 1마리의
마비 상태를 회복한다."
paralyze-heal,ultra-sun-ultra-moon,zh-hant,"噴霧式藥水。
能治癒１隻寶可夢的
麻痺狀態。"
paralyze-heal,ultra-sun-ultra-moon,fr,"Un médicament sous forme de spray.
Soigne un Pokémon de la paralysie."
paralyze-heal,ultra-sun-ultra-moon,de,"Ein Spray, das ein Pokémon von Paralyse heilt."
paralyze-heal,ultra-sun-ultra-moon,es,"Medicina en espray que cura a un Pokémon
paralizado."
paralyze-heal,ultra-sun-ultra-moon,it,"Rimedio spray.
Cura un Pokémon dalla paralisi."
paralyze-heal,ultra-sun-ultra-moon,en,"A spray-type medicine for paralysis. It can be used
once to free a Pokémon that has been paralyzed."
paralyze-heal,ultra-sun-ultra-moon,ja,"スプレー式の　薬。
ポケモン　１匹の　まひの
状態を　回復する。"
paralyze-heal,ultra-sun-ultra-moon,zh-hans,"喷雾式药水。
能治愈１只宝可梦的
麻痹状态。"
paralyze-heal,ultra-sun-ultra-moon,es-419,"Medicina en espray que cura a un Pokémon
paralizado."
paralyze-heal,lets-go-pikachu-lets-go-eevee,ja-hrkt,"スプレーしきの　くすり。
ポケモン　１ひきの　まひの
じょうたいを　かいふくする。"
paralyze-heal,lets-go-pikachu-lets-go-eevee,ko,"스프레이식의 약.
포켓몬 1마리의
마비 상태를 회복한다."
paralyze-heal,lets-go-pikachu-lets-go-eevee,zh-hant,"噴霧式藥水。
能治癒１隻寶可夢的
麻痺狀態。"
paralyze-heal,lets-go-pikachu-lets-go-eevee,fr,"Un médicament sous forme de spray.
Soigne un Pokémon de la paralysie."
paralyze-heal,lets-go-pikachu-lets-go-eevee,de,"Ein Spray, das ein Pokémon von Paralyse heilt."
paralyze-heal,lets-go-pikachu-lets-go-eevee,es,Medicina en espray que cura a un Pokémon paralizado.
paralyze-heal,lets-go-pikachu-lets-go-eevee,it,"Rimedio spray.
Cura un Pokémon dalla paralisi."
paralyze-heal,lets-go-pikachu-lets-go-eevee,en,"A spray-type medicine for treating paralysis. It can be
used to free a single Pokémon that has been paralyzed."
paralyze-heal,lets-go-pikachu-lets-go-eevee,ja,"スプレー式の　薬。
ポケモン　１匹の　まひの
状態を　回復する。"
paralyze-heal,lets-go-pikachu-lets-go-eevee,zh-hans,"喷雾式药水。
能治愈１只宝可梦的
麻痹状态。"
paralyze-heal,lets-go-pikachu-lets-go-eevee,es-419,Medicina en espray que cura a un Pokémon paralizado.
paralyze-heal,sword-shield,ja-hrkt,"スプレーしきの　くすり。
ポケモン　１ひきの　まひの
じょうたいを　かいふくする。"
paralyze-heal,sword-shield,ko,"스프레이식의 약.
포켓몬 1마리의
마비 상태를 회복한다."
paralyze-heal,sword-shield,zh-hant,"噴霧式藥水。
能治癒１隻寶可夢的
麻痺狀態。"
paralyze-heal,sword-shield,fr,"Un médicament sous forme de spray.
Soigne un Pokémon de la paralysie."
paralyze-heal,sword-shield,de,"Ein Spray, das ein Pokémon von Paralyse heilt."
paralyze-heal,sword-shield,es,Medicina en espray que cura a un Pokémon paralizado.
paralyze-heal,sword-shield,it,"Rimedio spray.
Cura un Pokémon dalla paralisi."
paralyze-heal,sword-shield,en,"A spray-type medicine for treating paralysis. It can be
used to free a single Pokémon that has been paralyzed."
paralyze-heal,sword-shield,ja,"スプレー式の　薬。
ポケモン　１匹の　まひの
状態を　回復する。"
paralyze-heal,sword-shield,zh-hans,"喷雾式药水。
能治愈１只宝可梦的
麻痹状态。"
paralyze-heal,sword-shield,es-419,Medicina en espray que cura a un Pokémon paralizado.
full-restore,ruby-sapphire,en,"Fully restores the
HP and status of a
POKéMON."
full-restore,emerald,en,"Fully restores the
HP and status of a
POKéMON."
full-restore,firered-leafgreen,en,"A medicine that fully restores the
HP and heals any status problems
of one POKéMON."
full-restore,diamond-pearl,en,"A medicine that fully restores the HP
and heals any status problems of a
single Pokémon."
full-restore,platinum,en,"A medicine that fully restores the HP
and heals any status problems of a
single Pokémon."
full-restore,heartgold-soulsilver,en,"A medicine that fully restores the HP
and heals any status problems of a
single Pokémon."
full-restore,black-white,fr,"Un médicament qui restaure tous les
PV d’un Pokémon et soigne tous ses
problèmes de statut."
full-restore,black-white,en,"A medicine that fully restores the HP
and heals any status problems of a
single Pokémon."
full-restore,black-2-white-2,en,"A medicine that fully restores the HP
and heals any status problems of a
single Pokémon."
full-restore,x-y,ja-hrkt,"ポケモン　１ひきの　ＨＰと
じょうたい　いじょうを　すべて
かいふくする。"
full-restore,x-y,ko,"포켓몬 1마리의 HP와
상태 이상을 모두
회복한다."
full-restore,x-y,fr,"Un médicament qui restaure tous les PV
d’un Pokémon et soigne tous ses problèmes
de statut."
full-restore,x-y,de,"Dieses Item stellt alle KP eines Pokémon
wieder her und behebt alle Statusprobleme."
full-restore,x-y,es,"Medicina que restaura todos los PS y cura todos
los problemas de estado de un Pokémon."
full-restore,x-y,it,"Rimedio che restituisce tutti i PS a un Pokémon
e cura i suoi problemi di stato."
full-restore,x-y,en,"A medicine that can be used to fully
restore the HP of a single Pokémon
and heal any status conditions it has."
full-restore,x-y,ja,"ポケモン　１匹の　ＨＰと
状態異常を　すべて
回復する。"
full-restore,x-y,es-419,"Medicina que restaura todos los PS y cura todos
los problemas de estado de un Pokémon."
full-restore,sun-moon,ja-hrkt,"ポケモン　１ひきの　ＨＰと
じょうたい　いじょうを　すべて
かいふくする。"
full-restore,sun-moon,ko,"포켓몬 1마리의 HP와
상태 이상을 모두
회복한다."
full-restore,sun-moon,zh-hant,"能回復１隻寶可夢的
所有ＨＰ並治癒所有
異常狀態。"
full-restore,sun-moon,fr,"Un médicament qui restaure tous les PV
d’un Pokémon et soigne tous ses problèmes
de statut."
full-restore,sun-moon,de,"Dieses Item stellt alle KP eines Pokémon wieder her
und behebt alle Statusprobleme."
full-restore,sun-moon,es,"Medicina que restaura todos los PS y cura todos
los problemas de estado de un Pokémon."
full-restore,sun-moon,it,"Rimedio che restituisce tutti i PS a un Pokémon
e cura i suoi problemi di stato."
full-restore,sun-moon,en,"A medicine that can be used to fully restore the HP
of a single Pokémon and heal any status conditions
it has."
full-restore,sun-moon,ja,"ポケモン　１匹の　ＨＰと
状態異常を　すべて
回復する。"
full-restore,sun-moon,zh-hans,"能回复１只宝可梦的
所有ＨＰ并治愈所有异常状态。"
full-restore,sun-moon,es-419,"Medicina que restaura todos los PS y cura todos
los problemas de estado de un Pokémon."
full-restore,ultra-sun-ultra-moon,ja-hrkt,"ポケモン　１ひきの　ＨＰと
じょうたい　いじょうを　すべて
かいふくする。"
full-restore,ultra-sun-ultra-moon,ko,"포켓몬 1마리의 HP와
상태 이상을 모두
회복한다."
full-restore,ultra-sun-ultra-moon,zh-hant,"能回復１隻寶可夢的
所有ＨＰ並治癒所有
異常狀態。"
full-restore,ultra-sun-ultra-moon,fr,"Un médicament qui restaure tous les PV
d’un Pokémon et soigne tous ses problèmes
de statut."
full-restore,ultra-sun-ultra-moon,de,"Dieses Item stellt alle KP eines Pokémon wieder her
und behebt alle Statusprobleme."
full-restore,ultra-sun-ultra-moon,es,"Medicina que restaura todos los PS y cura todos
los problemas de estado de un Pokémon."
full-restore,ultra-sun-ultra-moon,it,"Rimedio che restituisce tutti i PS a un Pokémon
e cura i suoi problemi di stato."
full-restore,ultra-sun-ultra-moon,en,"A medicine that can be used to fully restore the HP
of a single Pokémon and heal any status conditions
it has."
full-restore,ultra-sun-ultra-moon,ja,"ポケモン　１匹の　ＨＰと
状態異常を　すべて
回復する。"
full-restore,ultra-sun-ultra-moon,zh-hans,"能回复１只宝可梦的
所有ＨＰ并治愈所有异常状态。"
full-restore,ultra-sun-ultra-moon,es-419,"Medicina que restaura todos los PS y cura todos
los problemas de estado de un Pokémon."
full-restore,lets-go-pikachu-lets-go-eevee,ja-hrkt,"ポケモン　１ひきの　ＨＰと
じょうたい　いじょうを　すべて
かいふくする。"
full-restore,lets-go-pikachu-lets-go-eevee,ko,"포켓몬 1마리의 HP와
상태 이상을 모두
회복한다."
full-restore,lets-go-pikachu-lets-go-eevee,zh-hant,"能回復１隻寶可夢的
所有HP並治癒所有
異常狀態。"
full-restore,lets-go-pikachu-lets-go-eevee,fr,"Un médicament qui restaure tous les PV d’un Pokémon
et soigne toutes ses altérations de statut."
full-restore,lets-go-pikachu-lets-go-eevee,de,"Dieses Item stellt alle KP eines Pokémon wieder her
und behebt alle Statusprobleme."
full-restore,lets-go-pikachu-lets-go-eevee,es,"Medicina que restaura todos los PS y cura todos
los problemas de estado de un Pokémon."
full-restore,lets-go-pikachu-lets-go-eevee,it,"Rimedio che restituisce tutti i PS a un Pokémon
e cura i suoi problemi di stato."
full-restore,lets-go-pikachu-lets-go-eevee,en,"A medicine that can be used to fully restore the HP of
a single Pokémon and heal any status conditions it has."
full-restore,lets-go-pikachu-lets-go-eevee,ja,"ポケモン　１匹の　ＨＰと
状態異常を　すべて
回復する。"
full-restore,lets-go-pikachu-lets-go-eevee,zh-hans,"能回复１只宝可梦的
所有HP并治愈所有异常状态。"
full-restore,lets-go-pikachu-lets-go-eevee,es-419,"Medicina que restaura todos los PS y cura todos
los problemas de estado de un Pokémon."
full-restore,sword-shield,ja-hrkt,"ポケモン　１ひきの　ＨＰと
じょうたい　いじょうを　すべて
かいふくする。"
full-restore,sword-shield,ko,"포켓몬 1마리의 HP와
상태 이상을 모두
회복한다."
full-restore,sword-shield,zh-hant,"能回復１隻寶可夢的
所有ＨＰ並治癒所有
異常狀態。"
full-restore,sword-shield,fr,"Un médicament qui restaure tous les PV d’un Pokémon
et soigne toutes ses altérations de statut."
full-restore,sword-shield,de,"Dieses Item stellt alle KP eines Pokémon wieder her
und behebt alle Statusprobleme."
full-restore,sword-shield,es,"Medicina que restaura todos los PS y cura todos los
problemas de estado de un Pokémon."
full-restore,sword-shield,it,"Rimedio che restituisce tutti i PS a un Pokémon
e cura i suoi problemi di stato."
full-restore,sword-shield,en,"A medicine that can be used to fully restore the HP of
a single Pokémon and heal any status conditions it has."
full-restore,sword-shield,ja,"ポケモン　１匹の　ＨＰと
状態異常を　すべて
回復する。"
full-restore,sword-shield,zh-hans,"能回复１只宝可梦的
所有ＨＰ并治愈所有异常状态。"
full-restore,sword-shield,es-419,"Medicina que restaura todos los PS y cura todos los
problemas de estado de un Pokémon."
max-potion,ruby-sapphire,en,"Fully restores the
HP of a POKéMON."
max-potion,emerald,en,"Fully restores the
HP of a POKéMON."
max-potion,firered-leafgreen,en,"A spray-type wound medicine.
It fully restores the HP of one
POKéMON."
max-potion,diamond-pearl,en,"A spray-type medicine for wounds.
It completely restores the HP of a
single Pokémon."
max-potion,platinum,en,"A spray-type medicine for wounds.
It completely restores the HP of a
single Pokémon."
max-potion,heartgold-soulsilver,en,"A spray-type medicine for wounds.
It completely restores the HP of a
single Pokémon."
max-potion,black-white,fr,"Un spray qui soigne les blessures.
Restaure tous les PV d’un Pokémon."
max-potion,black-white,en,"A spray-type medicine for wounds.
It completely restores the HP of a
single Pokémon."
max-potion,black-2-white-2,en,"A spray-type medicine for wounds.
It completely restores the HP of a
single Pokémon."
max-potion,x-y,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
すべて　かいふくする。"
max-potion,x-y,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
모두 회복한다."
max-potion,x-y,fr,"Un spray qui soigne les blessures.
Restaure tous les PV d’un Pokémon."
max-potion,x-y,de,"Hilft bei Wunden. Füllt die KP eines Pokémon
wieder vollständig auf."
max-potion,x-y,es,"Medicina en espray que cura heridas y restaura
todos los PS de un Pokémon."
max-potion,x-y,it,"Rimedio spray per le ferite.
Restituisce tutti i PS a un Pokémon."
max-potion,x-y,en,"A spray-type medicine for treating
wounds. It will completely restore
the max HP of a single Pokémon."
max-potion,x-y,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
すべて　回復する。"
max-potion,x-y,es-419,"Medicina en espray que cura heridas y restaura
todos los PS de un Pokémon."
max-potion,sun-moon,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
すべて　かいふくする。"
max-potion,sun-moon,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
모두 회복한다."
max-potion,sun-moon,zh-hant,"噴霧式傷藥。
能讓１隻寶可夢
回復所有ＨＰ。"
max-potion,sun-moon,fr,"Un spray qui soigne les blessures.
Restaure tous les PV d’un Pokémon."
max-potion,sun-moon,de,"Hilft bei Wunden. Füllt die KP eines Pokémon wieder
vollständig auf."
max-potion,sun-moon,es,"Medicina en espray que cura heridas y restaura
todos los PS de un Pokémon."
max-potion,sun-moon,it,"Rimedio spray per le ferite.
Restituisce tutti i PS a un Pokémon."
max-potion,sun-moon,en,"A spray-type medicine for treating wounds. It will
completely restore the max HP of a single Pokémon."
max-potion,sun-moon,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
すべて　回復する。"
max-potion,sun-moon,zh-hans,"喷雾式伤药。
能让１只宝可梦
回复所有ＨＰ。"
max-potion,sun-moon,es-419,"Medicina en espray que cura heridas y restaura
todos los PS de un Pokémon."
max-potion,ultra-sun-ultra-moon,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
すべて　かいふくする。"
max-potion,ultra-sun-ultra-moon,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
모두 회복한다."
max-potion,ultra-sun-ultra-moon,zh-hant,"噴霧式傷藥。
能讓１隻寶可夢
回復所有ＨＰ。"
max-potion,ultra-sun-ultra-moon,fr,"Un spray qui soigne les blessures.
Restaure tous les PV d’un Pokémon."
max-potion,ultra-sun-ultra-moon,de,"Hilft bei Wunden. Füllt die KP eines Pokémon wieder
vollständig auf."
max-potion,ultra-sun-ultra-moon,es,"Medicina en espray que cura heridas y restaura
todos los PS de un Pokémon."
max-potion,ultra-sun-ultra-moon,it,"Rimedio spray per le ferite.
Restituisce tutti i PS a un Pokémon."
max-potion,ultra-sun-ultra-moon,en,"A spray-type medicine for treating wounds. It will
completely restore the max HP of a single Pokémon."
max-potion,ultra-sun-ultra-moon,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
すべて　回復する。"
max-potion,ultra-sun-ultra-moon,zh-hans,"喷雾式伤药。
能让１只宝可梦
回复所有ＨＰ。"
max-potion,ultra-sun-ultra-moon,es-419,"Medicina en espray que cura heridas y restaura
todos los PS de un Pokémon."
max-potion,lets-go-pikachu-lets-go-eevee,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
すべて　かいふくする。"
max-potion,lets-go-pikachu-lets-go-eevee,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
모두 회복한다."
max-potion,lets-go-pikachu-lets-go-eevee,zh-hant,"噴霧式傷藥。
能讓１隻寶可夢
回復所有HP。"
max-potion,lets-go-pikachu-lets-go-eevee,fr,"Un spray qui soigne les blessures.
Restaure tous les PV d’un Pokémon."
max-potion,lets-go-pikachu-lets-go-eevee,de,"Hilft bei Wunden. Füllt die KP eines Pokémon wieder
vollständig auf."
max-potion,lets-go-pikachu-lets-go-eevee,es,"Medicina en espray que cura heridas y restaura
todos los PS de un Pokémon."
max-potion,lets-go-pikachu-lets-go-eevee,it,"Rimedio spray per le ferite.
Restituisce tutti i PS a un Pokémon."
max-potion,lets-go-pikachu-lets-go-eevee,en,"A spray-type medicine for treating wounds. It can
be used to completely restore the max HP of
a single Pokémon."
max-potion,lets-go-pikachu-lets-go-eevee,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
すべて　回復する。"
max-potion,lets-go-pikachu-lets-go-eevee,zh-hans,"喷雾式伤药。
能让１只宝可梦
回复所有HP。"
max-potion,lets-go-pikachu-lets-go-eevee,es-419,"Medicina en espray que cura heridas y restaura
todos los PS de un Pokémon."
max-potion,sword-shield,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
すべて　かいふくする。"
max-potion,sword-shield,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
모두 회복한다."
max-potion,sword-shield,zh-hant,"噴霧式傷藥。
能讓１隻寶可夢
回復所有ＨＰ。"
max-potion,sword-shield,fr,"Un spray qui soigne les blessures.
Restaure tous les PV d’un Pokémon."
max-potion,sword-shield,de,"Hilft bei Wunden. Füllt die KP eines Pokémon wieder
vollständig auf."
max-potion,sword-shield,es,"Medicina en espray que cura heridas y restaura todos
los PS de un Pokémon."
max-potion,sword-shield,it,"Rimedio spray per le ferite.
Restituisce tutti i PS a un Pokémon."
max-potion,sword-shield,en,"A spray-type medicine for treating wounds. It can
be used to completely restore the max HP of
a single Pokémon."
max-potion,sword-shield,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
すべて　回復する。"
max-potion,sword-shield,zh-hans,"喷雾式伤药。
能让１只宝可梦
回复所有ＨＰ。"
max-potion,sword-shield,es-419,"Medicina en espray que cura heridas y restaura todos
los PS de un Pokémon."
hyper-potion,ruby-sapphire,en,"Restores the HP of
a POKéMON by
200 points."
hyper-potion,emerald,en,"Restores the HP of
a POKéMON by
200 points."
hyper-potion,firered-leafgreen,en,"A spray-type wound medicine.
It restores the HP of one POKéMON
by 200 points."
hyper-potion,diamond-pearl,en,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
200 points."
hyper-potion,platinum,en,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
200 points."
hyper-potion,heartgold-soulsilver,en,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
200 points."
hyper-potion,black-white,fr,"Un spray qui soigne les blessures.
Restaure 200 PV à un Pokémon."
hyper-potion,black-white,en,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
200 points."
hyper-potion,black-2-white-2,en,"A spray-type medicine for wounds.
It restores the HP of one Pokémon by
200 points."
hyper-potion,x-y,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
２００だけ　かいふくする。"
hyper-potion,x-y,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
200만큼 회복한다."
hyper-potion,x-y,fr,"Un spray qui soigne les blessures.
Restaure 200 PV d’un Pokémon."
hyper-potion,x-y,de,"Hilft bei Wunden. Füllt die KP eines Pokémon
um 200 Punkte auf."
hyper-potion,x-y,es,"Medicina en espray que cura heridas y restaura
200 PS de un Pokémon."
hyper-potion,x-y,it,"Rimedio spray per le ferite.
Restituisce 200 PS a un Pokémon."
hyper-potion,x-y,en,"A spray-type medicine for treating
wounds. It can be used to restore
200 HP to an injured Pokémon."
hyper-potion,x-y,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
２００だけ　回復する。"
hyper-potion,x-y,es-419,"Medicina en espray que cura heridas y restaura
200 PS de un Pokémon."
hyper-potion,sun-moon,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
１２０だけ　かいふくする。"
hyper-potion,sun-moon,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
120만큼 회복한다."
hyper-potion,sun-moon,zh-hant,"噴霧式傷藥。
能讓１隻寶可夢
回復１２０ＨＰ。"
hyper-potion,sun-moon,fr,"Un spray qui soigne les blessures.
Restaure 120 PV d’un Pokémon."
hyper-potion,sun-moon,de,"Hilft bei Wunden. Füllt die KP eines Pokémon um
120 Punkte auf."
hyper-potion,sun-moon,es,"Medicina en espray que cura heridas y restaura
120 PS de un Pokémon."
hyper-potion,sun-moon,it,"Rimedio spray per le ferite.
Restituisce 120 PS a un Pokémon."
hyper-potion,sun-moon,en,"A spray-type medicine for treating wounds. It can
be used to restore 120 HP to an injured Pokémon."
hyper-potion,sun-moon,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
１２０だけ　回復する。"
hyper-potion,sun-moon,zh-hans,"喷雾式伤药。
能让１只宝可梦
回复１２０ＨＰ。"
hyper-potion,sun-moon,es-419,"Medicina en espray que cura heridas y restaura
120 PS de un Pokémon."
hyper-potion,ultra-sun-ultra-moon,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
１２０だけ　かいふくする。"
hyper-potion,ultra-sun-ultra-moon,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
120만큼 회복한다."
hyper-potion,ultra-sun-ultra-moon,zh-hant,"噴霧式傷藥。
能讓１隻寶可夢
回復１２０ＨＰ。"
hyper-potion,ultra-sun-ultra-moon,fr,"Un spray qui soigne les blessures.
Restaure 120 PV d’un Pokémon."
hyper-potion,ultra-sun-ultra-moon,de,"Hilft bei Wunden. Füllt die KP eines Pokémon um
120 Punkte auf."
hyper-potion,ultra-sun-ultra-moon,es,"Medicina en espray que cura heridas y restaura
120 PS de un Pokémon."
hyper-potion,ultra-sun-ultra-moon,it,"Rimedio spray per le ferite.
Restituisce 120 PS a un Pokémon."
hyper-potion,ultra-sun-ultra-moon,en,"A spray-type medicine for treating wounds. It can
be used to restore 120 HP to an injured Pokémon."
hyper-potion,ultra-sun-ultra-moon,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
１２０だけ　回復する。"
hyper-potion,ultra-sun-ultra-moon,zh-hans,"喷雾式伤药。
能让１只宝可梦
回复１２０ＨＰ。"
hyper-potion,ultra-sun-ultra-moon,es-419,"Medicina en espray que cura heridas y restaura
120 PS de un Pokémon."
hyper-potion,lets-go-pikachu-lets-go-eevee,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
１２０だけ　かいふくする。"
hyper-potion,lets-go-pikachu-lets-go-eevee,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
120만큼 회복한다."
hyper-potion,lets-go-pikachu-lets-go-eevee,zh-hant,"噴霧式傷藥。
能讓１隻寶可夢
回復120HP。"
hyper-potion,lets-go-pikachu-lets-go-eevee,fr,"Un spray qui soigne les blessures.
Restaure 120 PV d’un Pokémon."
hyper-potion,lets-go-pikachu-lets-go-eevee,de,"Hilft bei Wunden. Füllt die KP eines Pokémon um
120 Punkte auf."
hyper-potion,lets-go-pikachu-lets-go-eevee,es,"Medicina en espray que cura heridas y restaura
120 PS de un Pokémon."
hyper-potion,lets-go-pikachu-lets-go-eevee,it,"Rimedio spray per le ferite.
Restituisce 120 PS a un Pokémon."
hyper-potion,lets-go-pikachu-lets-go-eevee,en,"A spray-type medicine for treating wounds. It can
be used to restore 120 HP to a single Pokémon."
hyper-potion,lets-go-pikachu-lets-go-eevee,ja,"スプレー式の　キズぐすり。
ポケモン　１匹の　ＨＰを
１２０だけ　回復する。"
hyper-potion,lets-go-pikachu-lets-go-eevee,zh-hans,"喷雾式伤药。
能让１只宝可梦
回复120HP。"
hyper-potion,lets-go-pikachu-lets-go-eevee,es-419,"Medicina en espray que cura heridas y restaura
120 PS de un Pokémon."
hyper-potion,sword-shield,ja-hrkt,"スプレーしきの　キズぐすり。
ポケモン　１ひきの　ＨＰを
１２０だけ　かいふくする。"
hyper-potion,sword-shield,ko,"스프레이식의 상처약.
포켓몬 1마리의 HP를
120만큼 회복한다."
