species,form,version_group,version,language,flavor_text
135,,ultra-sun-ultra-moon,ultra-moon,de,"Es stellt seine Haare auf und feuert sie ab wie
Nadeln. Dann gibt es dem geschwächten Gegner
mit einem 10 000 V starken Blitz den Rest."
135,,ultra-sun-ultra-moon,ultra-moon,es,"Lanza sus pelos erizados a modo de púas. Tras
debilitar a su rival, lo remata con una descarga
de 10 000 voltios."
135,,ultra-sun-ultra-moon,ultra-moon,it,"Rizza i peli e li scaglia come se fossero aghi.
Finisce gli avversari indeboliti con scariche da
10.000 volt."
135,,ultra-sun-ultra-moon,ultra-moon,en,"Its fur stands on end, becoming like needles
it fires at enemies. Once they’re weakened, it
finishes them off with a 10,000 volt shock."
135,,ultra-sun-ultra-moon,ultra-moon,ja,"逆立てた　毛を　針の　ように
飛ばす。　敵が　弱った　ところを
１万ボルトの　電撃で　仕留める。"
135,,ultra-sun-ultra-moon,ultra-moon,zh-hans,"能将竖起来的毛发像针一样射出去。
会趁着敌人虚弱的时候，
用１万伏特的电击解决它。"
135,,ultra-sun-ultra-moon,ultra-moon,es-419,"Lanza sus pelos erizados a modo de púas. Tras
debilitar a su rival, lo remata con una descarga
de 10 000 voltios."
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,ja-hrkt,"ちょっとした　しげきで　ないたり
おこったりする。また　かんじょうが
かわるたびに　でんきがたまる。"
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,ko,"약간의 자극으로 울거나
화를 낸다. 또한 감정이
변할 때마다 전기가 모인다."
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,zh-hant,"稍微受點刺激就會哭叫或生氣。
每當牠的情緒發生變化時，
體內就會累積一些電力。"
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,fr,"Un Pokémon très sensible et lunatique.
Il se charge en électricité chaque fois
que son humeur change."
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,de,"Schon geringste Reize lösen bei Blitza Wut oder
Trauer aus. Wenn seine Gefühlslage umschlägt,
baut sich stets Elektrizität auf."
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,es,"Un Pokémon muy sensible que se entristece
o enfada con mucha facilidad. Se carga de
electricidad cada vez que cambia de humor."
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,it,"Passa dalla tristezza all’ira in un soffio.
Ogni volta che ha uno sbalzo di umore
si carica di elettricità."
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,en,"A sensitive Pokémon that easily becomes sad
or angry. Every time its mood changes, it
charges power."
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,ja,"ちょっとした　刺激で　泣いたり
怒ったりする。また　感情が
変わるたびに　電気がたまる。"
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,zh-hans,"稍微受点刺激就会
大叫或生气，每当
心情变化时都会蓄电。"
135,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,es-419,"Un Pokémon muy sensible que se entristece
o enfada con mucha facilidad. Se carga de
electricidad cada vez que cambia de humor."
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,ja-hrkt,"ちょっとした　しげきで　ないたり
おこったりする。また　かんじょうが
かわるたびに　でんきがたまる。"
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,ko,"약간의 자극으로 울거나
화를 낸다. 또한 감정이
변할 때마다 전기가 모인다."
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,zh-hant,"稍微受點刺激就會哭叫或生氣。
每當牠的情緒發生變化時，
體內就會累積一些電力。"
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,fr,"Un Pokémon très sensible et lunatique.
Il se charge en électricité chaque fois
que son humeur change."
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,de,"Schon geringste Reize lösen bei Blitza Wut oder
Trauer aus. Wenn seine Gefühlslage umschlägt,
baut sich stets Elektrizität auf."
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,es,"Un Pokémon muy sensible que se entristece
o enfada con mucha facilidad. Se carga de
electricidad cada vez que cambia de humor."
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,it,"Passa dalla tristezza all’ira in un soffio.
Ogni volta che ha uno sbalzo di umore
si carica di elettricità."
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,en,"A sensitive Pokémon that easily becomes sad
or angry. Every time its mood changes, it
charges power."
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,ja,"ちょっとした　刺激で　泣いたり
怒ったりする。また　感情が
変わるたびに　電気がたまる。"
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,zh-hans,"稍微受点刺激就会
大叫或生气，每当
心情变化时都会蓄电。"
135,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,es-419,"Un Pokémon muy sensible que se entristece
o enfada con mucha facilidad. Se carga de
electricidad cada vez que cambia de humor."
135,,sword-shield,sword,ja-hrkt,"おこったり　おどろいたりすると
ぜんしんの　けが　はりの　ように
さかだって　あいてを　つらぬく。"
135,,sword-shield,sword,ko,"화가 나거나 놀라면
전신의 털이 바늘처럼
곤두서서 상대를 꿰뚫는다."
135,,sword-shield,sword,zh-hant,"當雷伊布生氣或是吃驚時，
牠全身的體毛會像針一樣
豎起來刺穿對手。"
135,,sword-shield,sword,fr,"S’il est irrité ou surpris, toute la fourrure
de son corps se dresse comme des aiguilles
pour percer ses ennemis."
135,,sword-shield,sword,de,"Wenn es erschrickt oder wütend wird, stellt sich
sein Fell auf wie scharfe Nadeln und sticht den
Gegner."
135,,sword-shield,sword,es,"Si se enfada o asusta, se le eriza el pelaje. Cada
uno de sus pelos se convierte en una afilada púa
que hace trizas al rival."
135,,sword-shield,sword,it,"Se si arrabbia o è sorpreso, tutti i peli del corpo
gli si rizzano trasformandosi in aghi che infilzano
il nemico."
135,,sword-shield,sword,en,"If it is angered or startled, the fur all over its
body bristles like sharp needles that pierce foes."
135,,sword-shield,sword,ja,"怒ったり　驚いたりすると
全身の　毛が　針の　ように
逆立って　相手を　つらぬく。"
135,,sword-shield,sword,zh-hans,"当雷伊布生气或是吃惊时，
它全身的体毛会像针一样
竖起来刺穿对手。"
135,,sword-shield,sword,es-419,"Si se enfada o asusta, se le eriza el pelaje. Cada
uno de sus pelos se convierte en una afilada púa
que hace trizas al rival."
135,,sword-shield,shield,ja-hrkt,"くうきちゅうの　マイナスイオンを
すいこんで　やく１００００ボルトの
でんきを　はきだすことができる。"
135,,sword-shield,shield,ko,"공기 중의 마이너스 이온을
빨아들여 약 10000볼트의
전기를 내뱉을 수 있다."
135,,sword-shield,shield,zh-hant,"有時會吸入空氣中
的負離子，吐出大約
１００００伏特的高壓電。"
135,,sword-shield,shield,fr,"Il se charge d’ions négatifs contenus dans l’air
pour envoyer des décharges d’environ
10 000 volts."
135,,sword-shield,shield,de,"Dieses Pokémon entzieht der Atmosphäre Ionen
und kann dann Blitze von 10 000 V Stärke aus
seinem Maul abfeuern."
135,,sword-shield,shield,es,"Acumula iones negativos de la atmósfera para
lanzar rayos de 10 000 V de potencia."
135,,sword-shield,shield,it,"Accumula gli ioni negativi presenti nell’atmosfera
per lanciare scariche elettriche da 10.000 volt."
135,,sword-shield,shield,en,"It accumulates negative ions in the atmosphere to
blast out 10,000-volt lightning bolts."
135,,sword-shield,shield,ja,"空気中の　マイナスイオンを
吸いこんで　約１００００ボルトの
電気を　吐き出すことがある。"
135,,sword-shield,shield,zh-hans,"能够吸入空气中的负离子，
有时会吐出大约有
１００００伏特的高压电。"
135,,sword-shield,shield,es-419,"Acumula iones negativos de la atmósfera para
lanzar rayos de 10 000 V de potencia."
136,,red-blue,red,en,"When storing
thermal energy in
its body, itstemperature could
soar to over 1600
degrees."
136,,red-blue,blue,en,"When storing
thermal energy in
its body, itstemperature could
soar to over 1600
degrees."
136,,yellow,yellow,en,"It has a flame
chamber inside its
body. It inhales,then blows out
fire that is over
3,000F degrees."
136,,gold-silver,gold,en,"It stores some of
the air it inhales
in its internalflame pouch, which
heats it to over
3,000 degrees."
136,,gold-silver,silver,en,"It fluffs out its
fur collar to cool
down its bodytemperature, which
can reach 1,650
degrees."
136,,crystal,crystal,en,"Once it has stored
up enough heat,
this POKéMON'sbody temperature
can reach up to
1700 degrees."
136,,ruby-sapphire,ruby,en,"FLAREON’s fluffy fur has a functional
purpose - it releases heat into the air
so that its body does not getexcessively hot.
This POKéMON’s body temperature can
rise to a maximum of 1,650 degrees F."
136,,ruby-sapphire,sapphire,en,"FLAREON’s fluffy fur has a functional
purpose - it releases heat into the air
so that its body does not getexcessively hot.
This POKéMON’s body temperature can
rise to a maximum of 1,650 degrees F."
136,,emerald,emerald,en,"FLAREON’s fluffy fur releases heat into
the air so that its body does not get
excessively hot. Its body temperature can
rise to a maximum of 1,650 degrees F."
136,,firered-leafgreen,firered,en,"It has a flame bag inside its body. After
inhaling deeply, it blows out flames of
nearly 3,100 degrees Fahrenheit."
136,,firered-leafgreen,leafgreen,en,"When storing thermal energy in its body,
its temperature can soar to over 1,600
degrees Fahrenheit."
136,,diamond-pearl,diamond,en,"It has a flame sac in its body.
Its body temperature tops 1,650
degrees Fahrenheit before battle."
136,,diamond-pearl,pearl,en,"It has a flame sac in its body.
Its body temperature tops 1,650
degrees Fahrenheit before battle."
136,,platinum,platinum,en,"Inhaled air is heated in the flame
sac in its body to an intense fire
over 3,000 degrees Fahrenheit."
136,,heartgold-soulsilver,heartgold,en,"It stores some of the air it inhales in
its internal flame pouch, which heats it
to over 3,000 degrees Fahrenheit."
136,,heartgold-soulsilver,soulsilver,en,"It fluffs out its fur collar to cool down
its body temperature, which can reach
1,650 degrees Fahrenheit."
136,,black-white,black,fr,"L’air qu’il inspire est chauffé par
la glande enflammée de son corps,
atteignant les 1 700 °C."
136,,black-white,black,en,"Inhaled air is heated in the flame
sac in its body to an intense fire
over 3,000 degrees Fahrenheit."
136,,black-white,white,fr,"L’air qu’il inspire est chauffé par
la glande enflammée de son corps,
atteignant les 1 700 °C."
136,,black-white,white,en,"Inhaled air is heated in the flame
sac in its body to an intense fire
over 3,000 degrees Fahrenheit."
136,,black-2-white-2,black-2,en,"Inhaled air is carried to its flame sac,
heated, and exhaled as fire
that reaches over 3,000 degrees F."
136,,black-2-white-2,white-2,en,"Inhaled air is carried to its flame sac,
heated, and exhaled as fire
that reaches over 3,000 degrees F."
136,,x-y,x,ja-hrkt,"たいないに　ほのおぶくろを　もつ。
たたかいが　はじまる　ちょくぜんには
たいおんが　９００どまで　あがる。"
136,,x-y,x,ko,"체내에 불꽃 주머니를 가지고 있다.
싸움이 시작되기 직전에는
체온이 900도까지 올라간다."
136,,x-y,x,fr,"Son corps contient une glande enflammée.
Sa température monte à 900 °C avant le combat."
136,,x-y,x,de,"In seinem Körper befindet sich eine Flamme.
Seine Körpertemperatur liegt vor dem Kampf
bei 900 °C."
136,,x-y,x,es,"Almacena llamas en su cuerpo, que alcanza una
temperatura de 900 °C antes de un combate."
136,,x-y,x,it,"Nel corpo conserva una tasca ardente. Prima di
lottare, la sua temperatura si innalza a 900 °C."
136,,x-y,x,en,"It has a flame sac in its body. Its body temperature
tops 1,650 degrees Fahrenheit before battle."
136,,x-y,x,ja,"体内に　炎袋を　持つ。
戦いが　はじまる　直前には
体温が　９００度まで　上がる。"
136,,x-y,x,es-419,"Almacena llamas en su cuerpo, que alcanza una
temperatura de 900 °C antes de un combate."
136,,x-y,y,ja-hrkt,"たいないに　ほのおぶくろが　あり
ふかく　いきを　すいこんだあと
１７００ど　の　ひを　はく。"
136,,x-y,y,ko,"체내에 불꽃 주머니가 있어
깊이 숨을 들이킨 후
1700도의 불을 내뿜는다."
136,,x-y,y,fr,"Pyroli a une poche de feu à l’intérieur de son corps.
Après une bonne inspiration, il est capable de
recracher des flammes à 1 700 °C."
136,,x-y,y,de,"In seinem Körper hat es eine Flammentasche.
Wenn es tief eingeatmet hat, kann es Flammen
von bis zu 1 700 °C spucken."
136,,x-y,y,es,"Almacena llamas en el interior de su cuerpo. Tras
inhalar profundamente, las lanza a una temperatura
de 1700 °C."
136,,x-y,y,it,"Nel corpo ha una tasca infuocata. Dopo aver inspirato
profondamente, sputa fiamme alla temperatura di
1700 °C."
136,,x-y,y,en,"It has a flame bag inside its body. After inhaling
deeply, it blows out flames of nearly
3,000 degrees Fahrenheit."
136,,x-y,y,ja,"体内に　炎袋があり
深く　息を　吸いこんだあと
１７００度の　火を　吐く。"
136,,x-y,y,es-419,"Almacena llamas en el interior de su cuerpo. Tras
inhalar profundamente, las lanza a una temperatura
de 1700 °C."
136,,omega-ruby-alpha-sapphire,omega-ruby,ja-hrkt,"ふさふさの　たいもうは　あがりすぎた　たいおんを
くうきに　ほうねつして　さげる　きのうを　もつ。
たいおんは　さいこう　９００ど　まで　あがるぞ。"
136,,omega-ruby-alpha-sapphire,omega-ruby,ko,"푹신한 털은 높이 오른 체온을
공기 중으로 발산하여 낮추는 기능을 지녔다.
체온은 최고 900도까지 올라간다."
136,,omega-ruby-alpha-sapphire,omega-ruby,fr,"La fourrure soyeuse de Pyroli a une fonction anatomique.
Elle rejette la chaleur dans l’air pour que son corps ne
surchauffe pas. La température du corps de ce Pokémon
peut atteindre 900 °C."
136,,omega-ruby-alpha-sapphire,omega-ruby,de,"Flamaras flauschiges Fell dient einem besonderen Zweck.
Es gibt Hitze an die Luft ab, damit sein Körper nicht zu heiß
wird. Die Körpertemperatur dieses Pokémon kann bis auf
900 °C ansteigen."
136,,omega-ruby-alpha-sapphire,omega-ruby,es,"La suavidad del pelaje de Flareon tiene una función clara:
libera calor para que el Pokémon no se asfixie. La temperatura
corporal de este Pokémon puede alcanzar los 900 °C."
136,,omega-ruby-alpha-sapphire,omega-ruby,it,"La morbida pelliccia di Flareon ha uno scopo ben preciso:
libera calore nell’aria in modo da abbassare la temperatura
corporea, che nel caso di questo Pokémon può raggiungere
anche 900 °C."
136,,omega-ruby-alpha-sapphire,omega-ruby,en,"Flareon’s fluffy fur has a functional purpose—it releases heat
into the air so that its body does not get excessively hot.
This Pokémon’s body temperature can rise to a maximum of
1,650 degrees Fahrenheit."
136,,omega-ruby-alpha-sapphire,omega-ruby,ja,"ふさふさの　体毛は　上がり過ぎた　体温を
空気に　放熱して　下げる　機能を　持つ。
体温は　最高　９００度　まで　上がるぞ。"
136,,omega-ruby-alpha-sapphire,omega-ruby,es-419,"La suavidad del pelaje de Flareon tiene una función clara:
libera calor para que el Pokémon no se asfixie. La temperatura
corporal de este Pokémon puede alcanzar los 900 °C."
136,,omega-ruby-alpha-sapphire,alpha-sapphire,ja-hrkt,"ふさふさの　たいもうは　あがりすぎた　たいおんを
くうきに　ほうねつして　さげる　きのうを　もつ。
たいおんは　さいこう　９００ど　まで　あがるぞ。"
136,,omega-ruby-alpha-sapphire,alpha-sapphire,ko,"푹신한 털은 높이 오른 체온을
공기 중으로 발산하여 낮추는 기능을 지녔다.
체온은 최고 900도까지 올라간다."
136,,omega-ruby-alpha-sapphire,alpha-sapphire,fr,"La fourrure soyeuse de Pyroli a une fonction anatomique.
Elle rejette la chaleur dans l’air pour que son corps ne
surchauffe pas. La température du corps de ce Pokémon
peut atteindre 900 °C."
136,,omega-ruby-alpha-sapphire,alpha-sapphire,de,"Flamaras flauschiges Fell dient einem besonderen Zweck.
Es gibt Hitze an die Luft ab, damit sein Körper nicht zu heiß
wird. Die Körpertemperatur dieses Pokémon kann bis auf
900 °C ansteigen."
136,,omega-ruby-alpha-sapphire,alpha-sapphire,es,"La suavidad del pelaje de Flareon tiene una función clara:
libera calor para que el Pokémon no se asfixie. La temperatura
corporal de este Pokémon puede alcanzar los 900 °C."
136,,omega-ruby-alpha-sapphire,alpha-sapphire,it,"La morbida pelliccia di Flareon ha uno scopo ben preciso:
libera calore nell’aria in modo da abbassare la temperatura
corporea, che nel caso di questo Pokémon può raggiungere
anche 900 °C."
136,,omega-ruby-alpha-sapphire,alpha-sapphire,en,"Flareon’s fluffy fur has a functional purpose—it releases heat
into the air so that its body does not get excessively hot.
This Pokémon’s body temperature can rise to a maximum of
1,650 degrees Fahrenheit."
136,,omega-ruby-alpha-sapphire,alpha-sapphire,ja,"ふさふさの　体毛は　上がり過ぎた　体温を
空気に　放熱して　下げる　機能を　持つ。
体温は　最高　９００度　まで　上がるぞ。"
136,,omega-ruby-alpha-sapphire,alpha-sapphire,es-419,"La suavidad del pelaje de Flareon tiene una función clara:
libera calor para que el Pokémon no se asfixie. La temperatura
corporal de este Pokémon puede alcanzar los 900 °C."
136,,sun-moon,sun,ja-hrkt,"きのみや　えものを　つかまえると
ほのおを　ふいて　ウェルダンぐらいに
なるまで　やきあげてから　ガブリ。"
136,,sun-moon,sun,ko,"나무열매나 먹이를 잡으면
불꽃을 뿜어 웰던 정도가
될 때까지 구운 다음 꿀꺽한다."
136,,sun-moon,sun,zh-hant,"如果尋獲樹果或捕捉到獵物，
就會噴出火焰將其烤至熟透，
然後大口吃掉。"
136,,sun-moon,sun,fr,"Après avoir trouvé une proie et quelques Baies,
il crache du feu jusqu’à ce qu’elles soient cuites
à point avant de les gober."
136,,sun-moon,sun,de,"Hat es Beeren oder Pokémon erbeutet, speit es
so lange Feuer, bis beides gut durchgebraten
ist. Danach beißt es beherzt zu."
136,,sun-moon,sun,es,"Antes de hincarle el diente a algo, ya sean
bayas o alguna presa, lo cocina con sus llamas
hasta que queda bien hecho."
136,,sun-moon,sun,it,"Arrostisce con le sue fiamme le prede che
cattura e le bacche che raccoglie finché non
sono ben cotte e poi le mangia."
136,,sun-moon,sun,en,"When it catches prey or finds berries, it
breathes fire on them until they’re well done,
and then it gobbles them up."
136,,sun-moon,sun,ja,"木の実や　獲物を　捕まえると
炎を　吹いて　ウェルダンぐらいに
なるまで　焼きあげてから　ガブリ。"
136,,sun-moon,sun,zh-hans,"如果寻获树果或是捉到猎物，
就会喷出火焰将其烤至完全熟透，
之后大口大口吃掉。"
136,,sun-moon,sun,es-419,"Antes de hincarle el diente a algo, ya sean
bayas o alguna presa, lo cocina con sus llamas
hasta que queda bien hecho."
136,,sun-moon,moon,ja-hrkt,"へいきんたいおん　７～８００ど。
たいないに　ある　ほのおぶくろでは
１７００どの　ほのおが　もえている。"
136,,sun-moon,moon,ko,"평균 체온 7~800도.
체내에 있는 불꽃 주머니에서는
1700도의 불꽃이 타고 있다."
136,,sun-moon,moon,zh-hant,"平均體溫７００～８００度。
在體內的火袋裡熊熊燃燒著
１７００度的火焰。"
136,,sun-moon,moon,fr,"Sa température moyenne est entre 700 et
800 °C. La poche de feu à l’intérieur de son
corps peut atteindre 1 700 °C."
136,,sun-moon,moon,de,"Seine Körpertemperatur beträgt im Durchschnitt
700 bis 800 °C. In einem Flammensack im
Körper erzeugt es ein Feuer von 1 700 °C."
136,,sun-moon,moon,es,"La temperatura corporal de este Pokémon ronda
los 700 u 800 °C. Las llamas que almacena en
su bolsa interior pueden llegar a los 1700 °C."
136,,sun-moon,moon,it,"La sua temperatura corporea media oscilla tra
i 700 e gli 800 °C. In una sacca all’interno del
suo corpo ardono fiamme a 1.700 °C."
136,,sun-moon,moon,en,"Its average body temperature is between 1,300
and 1,500 degrees Fahrenheit. In its internal
flame sac, temperatures reach 3,000 degrees."
136,,sun-moon,moon,ja,"平均体温　７～８００度。
体内に　ある　炎袋では
１７００度の　炎が　燃えている。"
136,,sun-moon,moon,zh-hans,"平均体温７００～８００度。
在体内的火袋里熊熊燃烧着
１７００度的火焰。"
136,,sun-moon,moon,es-419,"La temperatura corporal de este Pokémon ronda
los 700 u 800 °C. Las llamas que almacena en
su bolsa interior pueden llegar a los 1700 °C."
136,,ultra-sun-ultra-moon,ultra-sun,ja-hrkt,"おおきく　くうきを　すいこむのは
こうげきの　サイン。　１７００どの
ほのおが　おそってくるぞ。"
136,,ultra-sun-ultra-moon,ultra-sun,ko,"크게 공기를 들이쉬는 것은
공격 신호다. 1700도의
불꽃이 엄습해 온다."
136,,ultra-sun-ultra-moon,ultra-sun,zh-hant,"當牠大口吸入空氣時，
就是即將發動攻擊的信號，
１７００度的火焰即將來襲。"
136,,ultra-sun-ultra-moon,ultra-sun,fr,"Si vous le voyez inspirer profondément,
sauvez-vous, car c’est le signe qu’il va attaquer
en soufflant une flamme à 1 700 °C !"
136,,ultra-sun-ultra-moon,ultra-sun,de,"Wenn es tief einatmet, bereitet es gerade einen
Angriff vor. Es kann bis zu 1 700 °C heiße
Flammen speien."
136,,ultra-sun-ultra-moon,ultra-sun,es,"Cuando inspira profundamente es señal de que
se dispone a atacar. Expele llamaradas que
alcanzan temperaturas de 1700 °C."
136,,ultra-sun-ultra-moon,ultra-sun,it,"Quando inspira profondamente significa che
si sta preparando all’attacco. Sputa fiamme
alla temperatura di 1.700 °C."
136,,ultra-sun-ultra-moon,ultra-sun,en,"If it inhales deeply, that’s a sign it’s about to
attack. Prepare to be hit by flames of over
3,000 degrees Fahrenheit!"
136,,ultra-sun-ultra-moon,ultra-sun,ja,"大きく　空気を　吸い込むのは
攻撃の　サイン。　１７００度の
炎が　襲ってくるぞ。"
136,,ultra-sun-ultra-moon,ultra-sun,zh-hans,"大口吸入空气就是要攻击的前兆。
这意味着１７００度的火焰即将来袭。"
136,,ultra-sun-ultra-moon,ultra-sun,es-419,"Cuando inspira profundamente es señal de que
se dispone a atacar. Expele llamaradas que
alcanzan temperaturas de 1700 °C."
136,,ultra-sun-ultra-moon,ultra-moon,ja-hrkt,"こうふんすると　たいないに　ある
ほのおぶくろに　ひが　ついて
たいおんは　９００ど　まで　あがる。"
136,,ultra-sun-ultra-moon,ultra-moon,ko,"흥분하면 체내에 있는
불꽃 주머니에 불이 붙어서
체온이 900도까지 오른다."
136,,ultra-sun-ultra-moon,ultra-moon,zh-hant,"當牠興奮時，
體內的火囊就會著火，
體溫會上升到９００度。"
136,,ultra-sun-ultra-moon,ultra-moon,fr,"Lorsqu’il est agité, sa poche de feu interne
s’enflamme, et sa température corporelle peut
alors monter jusqu’à 900 °C."
136,,ultra-sun-ultra-moon,ultra-moon,de,"Ist Flamara aufgeregt, fängt der Flammensack
in seinem Körper Feuer, wodurch seine
Körpertemperatur auf bis zu 900 °C steigt."
136,,ultra-sun-ultra-moon,ultra-moon,es,"Cuando su ánimo se altera, las llamas que
almacena en su bolsa interior se avivan y su
temperatura corporal llega a los 900 °C."
136,,ultra-sun-ultra-moon,ultra-moon,it,"Quando si agita si genera del fuoco in una sacca
interna e la sua temperatura corporea sale fino
a raggiungere i 900 °C."
136,,ultra-sun-ultra-moon,ultra-moon,en,"The flame chamber inside its body ignites when
Flareon gets agitated, reaching temperatures of
up to 1,650 degrees Fahrenheit."
136,,ultra-sun-ultra-moon,ultra-moon,ja,"興奮すると　体内に　ある
炎袋に　火が　ついて
体温は　９００度　まで　あがる。"
136,,ultra-sun-ultra-moon,ultra-moon,zh-hans,"兴奋时，它体内的火袋就会着火，
体温会上升到９００度。"
136,,ultra-sun-ultra-moon,ultra-moon,es-419,"Cuando su ánimo se altera, las llamas que
almacena en su bolsa interior se avivan y su
temperatura corporal llega a los 900 °C."
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,ja-hrkt,"たいないに　ほのおぶくろが　あって
すいこんだ　いきを　１７００どの
ほのおにして　くちから　はきだす。"
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,ko,"체내에 불꽃 주머니가 있어
들이마신 숨을 1700도의
불꽃으로 바꿔 입에서 뿜어낸다."
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,zh-hant,"體內有著火囊，能將吸入的
空氣轉化成1700度的火焰，
再從口中吐出來。"
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,fr,"La poche de feu à l’intérieur de son corps
transforme l’air qu’il inspire en flammes
à 1 700 ºC qu’il recrache par la bouche."
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,de,"In seinem Körper befindet sich ein Flammensack.
Dort wandelt es Luft in 1 700 ºC heiße Flammen
um, die es über den Mund ausspeit."
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,es,"La bolsa en el interior de su cuerpo le permite
convertir el aire que aspira en llamas a 1700 °C
que luego exhala por la boca."
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,it,"Nel corpo ha una sacca ardente con cui
trasforma l’aria che respira in fiamme e le emette
dalla bocca alla temperatura di 1.700 ºC."
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,en,"It has a flame chamber inside its body. It inhales,
then breathes out fire that is over 3,000
degrees Fahrenheit."
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,ja,"体内に　炎袋が　あって
吸い込んだ　息を　１７００度の
炎にして　口から　吐き出す。"
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,zh-hans,"体内的火袋能让它将吸入的
气体转化为1700度的
火焰，接着从口中喷出。"
136,,lets-go-pikachu-lets-go-eevee,lets-go-pikachu,es-419,"La bolsa en el interior de su cuerpo le permite
convertir el aire que aspira en llamas a 1700 °C
que luego exhala por la boca."
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,ja-hrkt,"たいないに　ほのおぶくろが　あって
すいこんだ　いきを　１７００どの
ほのおにして　くちから　はきだす。"
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,ko,"체내에 불꽃 주머니가 있어
들이마신 숨을 1700도의
불꽃으로 바꿔 입에서 뿜어낸다."
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,zh-hant,"體內有著火囊，能將吸入的
空氣轉化成1700度的火焰，
再從口中吐出來。"
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,fr,"La poche de feu à l’intérieur de son corps
transforme l’air qu’il inspire en flammes
à 1 700 ºC qu’il recrache par la bouche."
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,de,"In seinem Körper befindet sich ein Flammensack.
Dort wandelt es Luft in 1 700 ºC heiße Flammen
um, die es über den Mund ausspeit."
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,es,"La bolsa en el interior de su cuerpo le permite
convertir el aire que aspira en llamas a 1700 °C
que luego exhala por la boca."
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,it,"Nel corpo ha una sacca ardente con cui
trasforma l’aria che respira in fiamme e le emette
dalla bocca alla temperatura di 1.700 ºC."
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,en,"It has a flame chamber inside its body. It inhales,
then breathes out fire that is over 3,000
degrees Fahrenheit."
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,ja,"体内に　炎袋が　あって
吸い込んだ　息を　１７００度の
炎にして　口から　吐き出す。"
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,zh-hans,"体内的火袋能让它将吸入的
气体转化为1700度的
火焰，接着从口中喷出。"
136,,lets-go-pikachu-lets-go-eevee,lets-go-eevee,es-419,"La bolsa en el interior de su cuerpo le permite
convertir el aire que aspira en llamas a 1700 °C
que luego exhala por la boca."
136,,sword-shield,sword,ja-hrkt,"たいないに　ほのおが　たまると
ブースターの　たいおんも　さいこう
９００ど　まで　あがっていく。"
136,,sword-shield,sword,ko,"체내에 불꽃이 쌓이면
부스터의 체온도 최고
900도까지 오른다."
136,,sword-shield,sword,zh-hant,"當火焰在體內積蓄時，
火伊布的體溫也會隨之
上升到最高９００度。"
136,,sword-shield,sword,fr,"Après avoir emmagasiné suffisamment de chaleur,
sa température corporelle peut monter
jusqu’à 900 °C."
136,,sword-shield,sword,de,"Wenn die Flamme in seinem Körper heiß genug
brennt, kann seine Körpertemperatur bis zu
900 ºC erreichen."
136,,sword-shield,sword,es,"Una vez que ha almacenado el calor suficiente,
puede alcanzar una temperatura de 900 °C."
