item,version_group,language,flavor_text
impish-mint,legends-arceus,en,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Atk will grow more slowly."
incinium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.
insect-plate,legends-arceus,en,"A stone tablet imbued with the essence of bugs. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Bug type."
instant-noodles,legends-arceus,en,"One of the many ingredients that can be used for cooking at your camp. It has a junk-food sort of taste, but it goes well with curry."
intriguing-stone,legends-arceus,en,A rather curious stone that might appear valuable to some. It's all in the eye of the beholder.
iron-ball,legends-arceus,en,An item to be held by a Pokémon. It lowers Speed and allows Ground-type moves to hit Flying types and holders that are levitating.
iron-barktongue,legends-arceus,en,"Mushrooms that, when consumed, make the body of the eater grow tougher. They boost endurance and are one of the materials needed for crafting Aux Guards."
iron-chunk,legends-arceus,en,"A naturally occurring hunk of iron. Such ore is needed to make the requisite parts of numerous Poké Ball varieties, such as the clasp that holds the ball shut."
iron-plate,legends-arceus,en,"A stone tablet imbued with the essence of steel. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Steel type."
jaboca-berry,legends-arceus,en,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt."
jade-orb,legends-arceus,en,A shiny green orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.
jolly-mint,legends-arceus,en,"When a Pokémon smells this mint, its Speed will grow more easily, but its Sp. Atk will grow more slowly."
jubilife-muffin,legends-arceus,en,A hidden gem gaining popularity in Jubilife Village and beloved by Pokémon. This sweet treat can be fed to a Pokémon to cure any status conditions it may have.
kee-berry,legends-arceus,en,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move."
key-stone,legends-arceus,en,A stone filled with an unexplained power. It makes Pokémon that battle with a Mega Stone Mega Evolve.
key-to-room-4,legends-arceus,en,A key that opens a door inside Sea Mauville.
key-to-room-6,legends-arceus,en,A key that opens a door inside Sea Mauville.
kings-leaf,legends-arceus,en,"The king of herbs, glittering and brilliant. Combining this herb with other materials needed to make medicines will boost their efficacy."
large-leek,legends-arceus,en,One of the many ingredients that can be used for cooking at your camp. Whether this is the kind of vegetable stalk that Farfetch'd like is unknown.
lava-cookie,legends-arceus,en,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lax-mint,legends-arceus,en,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Def will grow more slowly."
leaf-letter--pikachu,legends-arceus,en,A letter written on a leaf. Something is written using Pikachu/Eevee's footprints.
left-poke-ball,legends-arceus,en,A Poké Ball with a Pokémon that lost its Trainer inside. It seems to be from Ula'ula Island.
leftovers,legends-arceus,en,An item to be held by a Pokémon. The holder's HP is slowly but steadily restored throughout every battle.
legend-plate,legends-arceus,en,"A stone tablet imbued with the essence of all creation. When used on a certain Pokémon, it allows that Pokémon to gain the power of every type there is."
legendary-clue-1,legends-arceus,en,"A clue about the King of Bountiful Harvests. It's written by Peony, and an old photo is attached to it."
legendary-clue-2,legends-arceus,en,A clue about the legend of giants. It's written by Peony and has unique drawings.
legendary-clue-3,legends-arceus,en,A clue about the legend of Bird Pokémon. It's written by Peony and has a unique drawing.
legendary-clue-question,legends-arceus,en,A mysterious clue that Peony seems to have dropped. There's a photo attached to it showing a shining hole opening above the Max Lair.
lens-case,legends-arceus,en,A rather chic-looking case for carrying contact lenses.
leppa-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to restore 10 PP to one of its moves. You can also throw this Berry near wild Pokémon to draw their attention.
light-ball,legends-arceus,en,An item to be held by Pikachu. It's a puzzling orb that boosts its Attack and Sp. Atk stats.
light-clay,legends-arceus,en,An item to be held by a Pokémon. Protective moves like Light Screen and Reflect will be effective longer.
light-stone,legends-arceus,en,Reshiram's body was destroyed and changed into this stone. It is said to be waiting for the emergence of a hero.
like-mail,legends-arceus,en,Stationery designed to allow you to recommend something to the reader. Have a Pokémon hold it for delivery.
linking-cord,legends-arceus,en,A string exuding a mysterious energy that makes you feel a strange sense of connection. It’s loved by certain Pokémon.
lone-earring,legends-arceus,en,A single earring that somebody dropped.
lonely-mint,legends-arceus,en,"When a Pokémon smells this mint, its Attack will grow more easily, but its Defense will grow more slowly."
looker-ticket,legends-arceus,en,A ticket that was handmade by Looker. It's decorated with a liberal amount of glittery paint.
lost-item,legends-arceus,en,The Mime Jr. doll that was lost by the Copycat.
lost-satchel,legends-arceus,en,A satchel that someone dropped.
love-ball,legends-arceus,en,A Poké Ball that works best when catching a Pokémon that is of the opposite gender of your Pokémon.
love-sweet,legends-arceus,en,"A heart-shaped sweet. When a Milcery holds this, it spins around happily."
luck-incense,legends-arceus,en,An item to be held by a Pokémon. It doubles any prize money received if the holding Pokémon joins a battle.
lum-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to cure any status conditions it may have. You can also throw this Berry near wild Pokémon to draw their attention.
luminous-moss,legends-arceus,en,An item to be held by a Pokémon. It boosts Sp. Def if the holder is hit with a Water-type attack. It can only be used once.
lumiose-galette,legends-arceus,en,A popular treat in Lumiose City. It can be used once to heal all the status conditions of a Pokémon.
lure,legends-arceus,en,A glass bottle of perfume that makes rare Pokémon more likely to appear.
lustrous-globe,legends-arceus,en,"When used on Palkia, this large, glowing orb wells with power and allows the Pokémon to change form."
lustrous-orb,legends-arceus,en,A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves when it is held.
lycanium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Lycanroc's Stone Edge to an exclusive Z-Move.
machine-part,legends-arceus,en,An important part of a machine that was stolen from the Power Plant.
magma-stone,legends-arceus,en,"A stone formed by boulders melting in intensely hot magma, then hardening. Magma remains sealed inside it."
magma-suit,legends-arceus,en,A suit made with the collective technological know-how of Team Magma. It can withstand any impact.
magmarizer,legends-arceus,en,A box packed with a tremendous amount of magma energy. It's loved by a certain Pokémon.
mago-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to restore its HP by up to half its max.
makeup-bag,legends-arceus,en,A rather chic-looking case for carrying lipsticks.
marble,legends-arceus,en,A round glass marble. You can see colored glass inside the transparent marble.
mark-charm,legends-arceus,en,A mysterious and unique charm that increases the chance of finding a Pokémon with a mark.
marsh-balm,legends-arceus,en,"A mysterious balm that gives off a soothing scent. It can be used to help calm the frenzy of the Lady of the Ridge, Lilligant."
marshadium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Marshadow's Spectral Thief to an exclusive Z-Move.
max-ether,legends-arceus,en,This medicine can be used to fully restore the PP of a single selected move that a Pokémon knows.
max-honey,legends-arceus,en,Honey that Dynamax Vespiquen produces. Adding this honey to Max Soup makes the taste very smooth. It also has the same effect as a Max Revive.
max-lure,legends-arceus,en,A glass bottle of perfume that makes rare Pokémon more likely to appear. It lasts longer than a Super Lure.
meadow-plate,legends-arceus,en,"A stone tablet imbued with the essence of plants. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Grass type."
medal-box,legends-arceus,en,A box-shaped machine that stores Medals and Medal information.
medicinal-leek,legends-arceus,en,Required for crafting medicinal compounds. This vegetable is found growing across the Hisui region and is also known as the wayfarer’s friend.
mega-bracelet,legends-arceus,en,This cuff contains an untold power that somehow enables Pokémon carrying a Mega Stone to Mega Evolve in battle.
mental-herb,legends-arceus,en,An item to be held by a Pokémon. The holder shakes off move-binding effects to move freely. It can be used only once.
mesprits-plume,legends-arceus,en,"Proof that you have completed the trial set by Mesprit, the Being of Emotion that lives in Lake Verity. This item is needed to forge the Red Chain."
metal-powder,legends-arceus,en,"An item to be held by Ditto. Extremely fine yet hard, this odd powder boosts the Defense stat."
meteorite,legends-arceus,en,A Meteorite originally found at Meteor Falls. You got it at Mt. Chimney.
meteorite-shard,legends-arceus,en,One of the fragments of a Meteorite from Granite Cave. It's faintly warm to the touch.
metronome,legends-arceus,en,An item to be held by a Pokémon. It boosts moves used consecutively but only until a different move is used.
mewnium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Mew's Psychic to an exclusive Z-Move.
micle-berry,legends-arceus,en,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its accuracy will increase just once when it's in a pinch."
mighty-candy,legends-arceus,en,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Attack."
mighty-candy-l,legends-arceus,en,"A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Attack."
mighty-candy-xl,legends-arceus,en,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Attack."
mild-mint,legends-arceus,en,"When a Pokémon smells this mint, its Sp. Atk will grow more easily, but its Defense will grow more slowly."
mimikium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Mimikyu's Play Rough to an exclusive Z-Move.
mind-plate,legends-arceus,en,"A stone tablet imbued with the essence of psychic energy. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Psychic type."
miracle-seed,legends-arceus,en,A seed imbued with life-force that boosts the power of Grass-type moves.
misty-seed,legends-arceus,en,An item to be held by a Pokémon. It boosts Sp. Defense on Misty Terrain. It can only be used once.
mixed-mushrooms,legends-arceus,en,One of the many ingredients that can be used for cooking at your camp. The chewy texture of the mushrooms transforms any dish they're added to.
modest-mint,legends-arceus,en,"When a Pokémon smells this mint, its Sp. Atk will grow more easily, but its Attack will grow more slowly."
moomoo-cheese,legends-arceus,en,One of the many ingredients that can be used for cooking at your camp. Melted cheese can really give a curry some richness.
moon-flute,legends-arceus,en,It is said that the tones it produces were offered up as an expression of gratitude to the Legendary Pokémon of the moon.
mountain-balm,legends-arceus,en,"A mysterious balm that gives off a soothing scent. It can be used to help calm the frenzy of the Lord of the Hollow, Electrode."
muscle-band,legends-arceus,en,"An item to be held by a Pokémon. This headband exudes strength, slightly boosting the power of physical moves."
muscle-wing,legends-arceus,en,An item for use on a Pokémon. It slightly increases the Attack base points of a single Pokémon.
mushroom-cake,legends-arceus,en,"A cake made by combining mushrooms with a Cake-Lure Base. These cakes are potently effective at attracting the more monstrous Pokémon, as well as dragon Pokémon."
mysterious-balm,legends-arceus,en,A mysterious balm to be used when battling Arceus.
n-lunarizer--merge,legends-arceus,en,"A machine to fuse Necrozma, which needs light, and Lunala."
naive-mint,legends-arceus,en,"When a Pokémon smells this mint, its Speed will grow more easily, but its Sp. Def will grow more slowly."
nanab-berry,legends-arceus,en,A Berry that restores HP by up to a third of a Pokémon’s maximum HP.
naughty-mint,legends-arceus,en,"When a Pokémon smells this mint, its Attack will grow more easily, but its Sp. Def will grow more slowly."
net-ball,legends-arceus,en,A somewhat different Poké Ball that is more effective when attempting to catch Water- or Bug-type Pokémon.
normalium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Normal-type moves to Normal-type Z-Moves.
nugget,legends-arceus,en,A nugget of the purest gold that gives off a lustrous gleam in direct light. It can be sold at a high price to the general store.
occa-berry,legends-arceus,en,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fire-type attack."
odd-keystone,legends-arceus,en,A mysterious stone that can be used to collect wisps that glow with an eerie purple light.
old-amber,legends-arceus,en,"A piece of amber that still contains the genetic material of an ancient Pokémon. It's clear with a tawny, reddish tint."
old-charm,legends-arceus,en,An ancient good-luck charm made of Pokémon bones to be taken to the elder of Celestic Town.
old-gateau,legends-arceus,en,A hidden gem found in Jubilife Village. This sweet treat can be fed to a Pokémon to cure any status conditions it may have.
old-journal,legends-arceus,en,A stab-bound journal that once had pages torn from it. All the pages have been collected and restored.
old-letter,legends-arceus,en,"A letter entrusted to you by a girl, to be delivered to a boy. Strangely, it looks old to you."
old-verse-01,legends-arceus,en,Once there were two...
oran-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to restore its HP by 20 points.
orange-petal,legends-arceus,en,A pressed flower petal you receive from Ilima during Mina's trial. The goal is to collect seven different kinds of petals.
laorigin-ball,legends-arceus,en,A singular and irreplicable Poké Ball that can be used to catch the frenzied Pokémon raging at the Temple of Sinnoh.
origin-ore,legends-arceus,en,"An ore of mysterious power, spoken of in ancient myths and said to contain the power of almighty Sinnoh itself."
oval-stone,legends-arceus,en,A peculiar stone that can make certain species of Pokémon evolve. It is round and smooth.
pack-of-potatoes,legends-arceus,en,"One of the many ingredients that can be used for cooking at your camp. Potatoes help mellow out a spicy taste, to make a dish more mild."
packaged-curry,legends-arceus,en,One of the many ingredients that can be used for cooking at your camp. Using packaged curry helps make sure there are no slipups when cooking.
pair-of-tickets,legends-arceus,en,Tickets for two to the astronomical show being held at the Mossdeep Space Center.
pal-pad,legends-arceus,en,A convenient notepad that is used to register your Friends and friend codes and keep a record of your gameplay.
passho-berry,legends-arceus,en,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Water-type attack."
pasta,legends-arceus,en,One of the many ingredients that can be used for cooking at your camp. These flour noodles make for a surprisingly good match with curry.
payapa-berry,legends-arceus,en,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Psychic-type attack."
pearl-string,legends-arceus,en,Very large pearls that sparkle in a pretty silver color. They can be sold at a high price to shops.
peat-block,legends-arceus,en,A block of muddy material that can be used as fuel for burning when it is dried. It’s loved by a certain Pokémon.
pecha-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to cure its poisoning. You can also throw this Berry near wild Pokémon to draw their attention.
pep-up-plant,legends-arceus,en,Extremely spicy but also highly nutritious. This herb is used as a material for crafting items that can restore PP to Pokémon or boost their stats.
permit,legends-arceus,en,A permit that is needed to enter the Nature Preserve. Not many know about it.
pewter-crunchies,legends-arceus,en,Pewter City's famous crunchy snack. They can be used to heal all status conditions of a single Pokémon.
pikanium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Pikachu's Volt Tackle to an exclusive Z-Move.
pinap-berry,legends-arceus,en,Restores up to a third of a Pokémon’s HP yields more Exp. Points if eaten by a wild Pokémon.
pink-apricorn,legends-arceus,en,"A pink Apricorn. It has a nice, sweet scent."
pink-petal,legends-arceus,en,A pressed flower petal you receive from Mina during Mina's trial. The goal is to collect seven different kinds of petals.
pixie-plate,legends-arceus,en,"A stone tablet imbued with the essence of fairies. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Fairy type."
plasma-card,legends-arceus,en,A card key needed to enter the password inside the Plasma Frigate.
plump-beans,legends-arceus,en,"Large, juicy beans that grow in pods. These beans are beloved by fish Pokémon, as well as bird Pokémon and their flying ilk, so throw one and they will gather around."
poffin-case,legends-arceus,en,A case for storing Poffins cooked from Berries.
point-card,legends-arceus,en,A card that lists how many Battle Points you have earned.
poison-barb,legends-arceus,en,"This small, poisonous barb boosts the power of Poison-type moves."
poison-memory,legends-arceus,en,A memory disc that contains Poison-type data. It changes the type of the holder if held by a certain species of Pokémon.
poke-ball-hisuian,legends-arceus,en,A mysterious ball that can be thrown at wild Pokémon in order to catch them. These balls can be crafted by hand if you gather the necessary materials.
poke-radar,legends-arceus,en,A tool that can search out Pokémon that are hiding in the tall grass. Its battery is recharged as you walk.
pokeblock-kit,legends-arceus,en,A set containing a Berry Blender for making Pokéblocks and a Pokéblock Case for storing Pokéblocks.
pokeshi-doll,legends-arceus,en,A wooden toy carved in the image of a Pokémon. It can be sold to the general store.
polished-mud-ball,legends-arceus,en,A ball made of mud. It had been polished for such a long time that the surface is very shiny.
pop-pod,legends-arceus,en,"A sea vegetable used for crafting Scatter Bangs. If you wrap it up so that the air has no way to escape, then deal it a sharp blow, it produces a loud popping noise."
potion,legends-arceus,en,A topical medicine meant to be applied to Pokémon. It can be used to restore 60 HP to a single Pokémon.
power-band,legends-arceus,en,An item to be held by a Pokémon. It reduces Speed but allows the holder's Sp. Def stat to grow more after battling.
power-belt,legends-arceus,en,An item to be held by a Pokémon. It reduces Speed but allows the holder's Defense stat to grow more after battling.
power-bracer,legends-arceus,en,An item to be held by a Pokémon. It reduces Speed but allows the holder's Attack stat to grow more after battling.
power-herb,legends-arceus,en,A single-use item to be held by a Pokémon. It allows the holder to immediately use a move that normally requires a turn to charge.
power-lens,legends-arceus,en,An item to be held by a Pokémon. It reduces Speed but allows the holder's Sp. Atk stat to grow more after battling.
power-plant-pass,legends-arceus,en,This pass serves as an ID card for gaining access to the Power Plant that lies along Route 13.
power-weight,legends-arceus,en,An item to be held by a Pokémon. It reduces Speed but allows the holder's max HP to grow more after battling.
pp-max,legends-arceus,en,A medicine that optimally raises the max PP of a single selected move that has been learned by a Pokémon.
pp-up,legends-arceus,en,A medicine that slightly raises the max PP of a single selected move that has been learned by a Pokémon.
precooked-burger,legends-arceus,en,"One of the many ingredients that can be used for cooking at your camp. If you're unsure about what to cook, you can't go wrong with some burger."
prism-scale,legends-arceus,en,A mysterious scale that causes a certain Pokémon to evolve. It shines in rainbow colors.
prison-bottle,legends-arceus,en,"A bottle believed to have been used to seal away the power of a certain Pokémon long, long ago."
professors-mask,legends-arceus,en,The mask that belongs to The Masked Royal. This pro wrestler apparently sews his mask on a machine himself.
profs-letter,legends-arceus,en,A letter that Professor Sycamore wrote to your mother. A faint but pleasant perfume seems to cling to the paper.
prop-case,legends-arceus,en,A lovely case to store colorful Props for your Pokémon to wear in a musical.
protective-pads,legends-arceus,en,An item to be held by a Pokémon. These pads protect the holder from effects caused by making direct contact with the target.
psychic-seed,legends-arceus,en,An item to be held by a Pokémon. It boosts Sp. Defense on Psychic Terrain. It can only be used once.
pungent-root,legends-arceus,en,"One of the many ingredients that can be used for cooking at your camp. Though carelessly picked, these herbs can add a fragrant accent to a dish."
pure-incense,legends-arceus,en,An item to be held by a Pokémon. It helps keep wild Pokémon away if the holder is the head of the party.
purple-nectar,legends-arceus,en,A flower nectar obtained at Poni Meadow. It changes the form of certain species of Pokémon.
purple-petal,legends-arceus,en,A pressed flower petal you receive from Nanu during Mina's trial. The goal is to collect seven different kinds of petals.
quick-ball,legends-arceus,en,A somewhat different Poké Ball that has a more successful catch rate if used at the start of a wild encounter.
quick-candy,legends-arceus,en,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Speed."
quick-candy-l,legends-arceus,en,"A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Speed."
quick-candy-xl,legends-arceus,en,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Speed."
quick-claw,legends-arceus,en,"This light, sharp claw lets the bearer move first occasionally."
quiet-mint,legends-arceus,en,"When a Pokémon smells this mint, its Sp. Atk will grow more easily, but its Speed will grow more slowly."
radiant-petal,legends-arceus,en,A single petal that the King of Bountiful Harvests gave you. It radiates faint light.
rage-candy-bar,legends-arceus,en,Mahogany Town's famous candy. It can be used once to heal all the status conditions of a Pokémon.
rainbow-feather,legends-arceus,en,A mystical rainbow feather that sparkles.
rainbow-flower,legends-arceus,en,A flower made of the petals you received from captains. It's proof that your growth has been recognized by them.
rash-mint,legends-arceus,en,"When a Pokémon smells this mint, its Sp. Atk will grow more easily, but its Sp. Def will grow more slowly."
rawst-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to cure its burn or thrown to draw wild Pokémon's attention.
razor-claw,legends-arceus,en,A sharp and pointed claw that seems as though it might be able to cut through anything at all. It's loved by a certain Pokémon.
razor-fang,legends-arceus,en,A sharp and pointed fang that seems as though it might be able to pierce straight through anything at all. It's loved by a certain Pokémon.
razz-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to restore its HP by up to a third of its max. A wild Pokémon will become easier to catch if it eats one of these Berries.
reaper-cloth,legends-arceus,en,A cloth imbued with horrifyingly strong spiritual energy. It's loved by a certain Pokémon.
red-apricorn,legends-arceus,en,A red Apricorn. It assails your nostrils.
red-card,legends-arceus,en,"An item to be held by a Pokémon. When the holder is hit by an attack, the attacker is removed from battle."
red-chain,legends-arceus,en,A mythical chain that is said to bind the Legendary Pokémon that created the Hisui region.
red-petal,legends-arceus,en,A pressed flower petal you receive from Kiawe during Mina's trial. The goal is to collect seven different kinds of petals.
red-shard,legends-arceus,en,A small red shard. It appears to be a fragment of some sort of implement made long ago.
reins-of-unity,legends-arceus,en,Reins that people presented to the king. They enhance Calyrex’s power over bountiful harvests and unite Calyrex with its beloved steed.
relaxed-mint,legends-arceus,en,"When a Pokémon smells this mint, its Defense will grow more easily, but its Speed will grow more slowly."
relic-band,legends-arceus,en,A heavy bracelet made by an ancient civilization about three thousand years ago.
relic-copper,legends-arceus,en,A copper coin used by an ancient civilization about three thousand years ago.
relic-crown,legends-arceus,en,A heavy crown made by an ancient civilization about three thousand years ago.
relic-gold,legends-arceus,en,A gold coin used by an ancient civilization about three thousand years ago.
relic-silver,legends-arceus,en,A silver coin used by an ancient civilization about three thousand years ago.
relic-statue,legends-arceus,en,A stone figurine made by an ancient civilization about three thousand years ago.
relic-vase,legends-arceus,en,A fragile vase made by an ancient civilization about three thousand years ago.
remedy,legends-arceus,en,"An herbal medicine that can restore 60 HP to a Pokémon, just as a Potion does. Yet the bitter taste will make the Pokémon less friendly toward you."
resist-wing,legends-arceus,en,An item for use on a Pokémon. It slightly increases the Defense base points of a single Pokémon.
reveal-glass,legends-arceus,en,A looking glass that reveals the truth. It's a mysterious mirror that returns certain Pokémon to their true shape.
ribbon-sweet,legends-arceus,en,"A ribbon-shaped sweet. When a Milcery holds this, it spins around happily."
rindo-berry,legends-arceus,en,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Grass-type attack."
rock-memory,legends-arceus,en,A memory disc that contains Rock-type data. It changes the type of the holder if held by a certain species of Pokémon.
rockium-z--held,legends-arceus,en,It converts Z-Power into crystals that upgrade Rock-type moves to Rock-type Z-Moves.
room-service,legends-arceus,en,An item to be held by a Pokémon. Lowers Speed when Trick Room takes effect.
root-fossil,legends-arceus,en,A fossil from a prehistoric Pokémon that once lived in the sea. It looks as if it could be part of a plant's root.
rose-incense,legends-arceus,en,An item to be held by a Pokémon. This exotic-smelling incense boosts the power of Grass-type moves.
rotom-bike,legends-arceus,en,"This bike can be combined with the Pokémon Rotom to use a turbo boost and, in Water Mode, run on the water."
rowap-berry,legends-arceus,en,"A Berry to be consumed by Pokémon. If a special attack hits the Pokémon holding it, the attacker will also be hurt."
rsvp-mail,legends-arceus,en,Stationery designed to allow you to extend an invitation to the recipient. Have a Pokémon hold it for delivery.
rusted-shield,legends-arceus,en,It is said that a hero used this shield to halt a terrible disaster in ancient times. But it's grown rusty and worn.
rusted-sword,legends-arceus,en,It is said that a hero used this sword to halt a terrible disaster in ancient times. But it's grown rusty and worn.
sacred-ash,legends-arceus,en,"This rare ash can revive all fainted Pokémon in a party. In doing so, it also fully restores their max HP."
salad-mix,legends-arceus,en,One of the many ingredients that can be used for cooking at your camp. The assortment of vegetables looks quite appealing and healthy.
salt-cake,legends-arceus,en,"A cake made by combining salt with a Cake-Lure Base. These cakes are potently effective at attracting Pokémon that bear a resemblance to grass, plants, or minerals."
sand-radish,legends-arceus,en,"This bitter root, originally native to sandy beaches, can now be raised even in frozen soil. It is pickled to make a sweet and spicy treat known as Twice-Spiced Radishes."
sassy-mint,legends-arceus,en,"When a Pokémon smells this mint, its Sp. Def will grow more easily, but its Speed will grow more slowly."
sausages,legends-arceus,en,One of the many ingredients that can be used for cooking at your camp. These sausages should be boiled before eating.
scanner,legends-arceus,en,A device found inside Sea Mauville.
scatter-bang,legends-arceus,en,"When thrown at the ground, these balls produce a loud noise and scare off weak Pokémon in the area, sending them running."
secret-medicine,legends-arceus,en,An astonishing medicine that can instantly restore health to any Pokémon. It is produced by an apothecary in Cianwood City.
seed-of-mastery,legends-arceus,en,A rare seed that can be given to the captain of the Security Corps to have a Pokémon master a move so it can be used in the agile style or strong style.
serious-mint,legends-arceus,en,"When a Pokémon smells this mint, its Attack, Defense, Sp. Atk, Sp. Def, and Speed will grow at their usual rates."
shaderoot-carrot,legends-arceus,en,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a gloomy field.
shalour-sable,legends-arceus,en,Shalour City's famous shortbread. It can be used once to heal all the status conditions of a Pokémon.
sharp-beak,legends-arceus,en,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
shed-shell,legends-arceus,en,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shell-bell,legends-arceus,en,An item to be held by a Pokémon. The holder restores a little HP every time it inflicts damage on others.
shiny-charm,legends-arceus,en,A charm that shines with a mysterious light. It is said to increase the chance of finding a Shiny Pokémon in the wild.
shock-drive,legends-arceus,en,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shuca-berry,legends-arceus,en,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack."
silver-feather,legends-arceus,en,"A strange, silvery feather that sparkles."
silver-nanab-berry,legends-arceus,en,A Berry that calms wild Pokémon you're trying to catch when given to them.
silver-pinap-berry,legends-arceus,en,A Berry that makes you more likely to get an item when given to Pokémon you're trying to catch.
silver-razz-berry,legends-arceus,en,A Berry that makes it easier to catch Pokémon when given to them.
sitrus-berry,legends-arceus,en,A Berry that can be fed to a Pokémon to restore its HP by up to half its max.
skull-fossil,legends-arceus,en,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
sky-plate,legends-arceus,en,"A stone tablet imbued with the essence of flight. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Flying type."
sky-tumblestone,legends-arceus,en,"When combined with an Apricorn, this mysterious sky-blue stone can draw out the properties required to forge a Feather Ball."
small-bouquet,legends-arceus,en,A small bouquet that was made with heart and soul for a single Trainer.
smart-candy,legends-arceus,en,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Sp. Attack."
smart-candy-l,legends-arceus,en,"A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-xl,legends-arceus,en,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Sp. Attack."
smoke-bomb,legends-arceus,en,"When thrown at the ground, these balls produce a cloud of fine powder that will reduce visibility in the area and keep wild Pokémon from noticing you."
smoke-poke-tail,legends-arceus,en,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke's tail falls off, it grows back quickly."
smooth-rock,legends-arceus,en,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
snow-balm,legends-arceus,en,"A mysterious balm that gives off a soothing scent. It can be used to help calm the frenzy of the Lord of the Tundra, Avalugg."
snowball,legends-arceus,en,"A hard ball made of compressed snow. Hitting a Pokémon with one may stun the Pokémon, creating an opening for you to act."
sonias-book,legends-arceus,en,Professor Sonia's published writings. Her new discoveries about the Galar region's legends are recorded in this enjoyable read.
soot-sack,legends-arceus,en,A sack used to gather and hold volcanic ash.
sootfoot-root,legends-arceus,en,"A tuber used for crafting Smoke Bombs. It can be mashed for use in cooking, but it can also be dried and ground to produce a fine powder."
soothe-bell,legends-arceus,en,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
space-balm,legends-arceus,en,A mysterious balm that somehow has the power to calm Palkia in its frenzy.
sparkling-stone,legends-arceus,en,A stone entrusted by a Pokémon that has been venerated as a guardian deity in the Alola region. There is said to be some secret in how it sparkles.
spice-mix,legends-arceus,en,One of the many ingredients that can be used for cooking at your camp. There are over fifty spices contained within this ingredient's hot flavor.
splash-plate,legends-arceus,en,"A stone tablet imbued with the essence of water. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Water type."
spoiled-apricorn,legends-arceus,en,"An Apricorn that's had its insides eaten. Hitting a Pokémon with one may stun the Pokémon, creating an opening for you to act."
spooky-plate,legends-arceus,en,"A stone tablet imbued with the essence of ghosts. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Ghost type."
