key,column,pokeapi,pokedb,chosen
grubby-hanky/sword-shield,flavor_text,"A handkerchief dropped by a regular at
Café Warehouse. It smells faintly like a Pokémon.",A handkerchief dropped by a regular at the Café Warehouse. It smells faintly like a Pokémon.,"A handkerchief dropped by a regular at
Café Warehouse. It smells faintly like a Pokémon."
grubby-hanky/ultra-sun-ultra-moon,flavor_text,"A handkerchief dropped by a regular at
Café Warehouse. It smells faintly like a Pokémon.",A handkerchief dropped by a regular at the Café Warehouse. It smells faintly like a Pokémon.,"A handkerchief dropped by a regular at
Café Warehouse. It smells faintly like a Pokémon."
grubby-hanky/x-y,flavor_text,"A handkerchief dropped by
a regular at Café Warehouse.
It smells faintly like a Pokémon.",A handkerchief dropped by a regular at the Café Warehouse. It smells faintly like a Pokémon.,"A handkerchief dropped by
a regular at Café Warehouse.
It smells faintly like a Pokémon."
haban-berry/black-2-white-2,flavor_text,"Weakens a supereffective Dragon-type
attack against the holding Pokémon.",Weakens a super effective Dragon-type attack against the holding Pokémon.,"Weakens a supereffective Dragon-type
attack against the holding Pokémon."
haban-berry/black-white,flavor_text,"Weakens a supereffective Dragon-type
attack against the holding Pokémon.",Weakens a super effective Dragon-type attack against the holding Pokémon.,"Weakens a supereffective Dragon-type
attack against the holding Pokémon."
haban-berry/diamond-pearl,flavor_text,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Dragon-type attack.","A Poffin ingredient. If held by a Pokémon, it weakens a foe's super effective Dragon-type attack.","A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Dragon-type attack."
haban-berry/heartgold-soulsilver,flavor_text,"If held by a Pokémon, it weakens a foe’s
supereffective Dragon-type attack.","If held by a Pokémon, it weakens a foe's super effective Dragon-type attack.","If held by a Pokémon, it weakens a foe’s
supereffective Dragon-type attack."
haban-berry/lets-go-pikachu-lets-go-eevee,flavor_text,"If held by a Pokémon, this Berry will lessen the
damage taken from one supereffective
Dragon-type attack.","If held by a Pokémon, this Berry will lessen the damage taken from one super effective Dragon-type attack.","If held by a Pokémon, this Berry will lessen the
damage taken from one supereffective
Dragon-type attack."
haban-berry/platinum,flavor_text,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Dragon-type attack.","A Poffin ingredient. If held by a Pokémon, it weakens a foe's super effective Dragon-type attack.","A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Dragon-type attack."
haban-berry/sun-moon,flavor_text,"If held by a Pokémon, this Berry will lessen the
damage taken from one supereffective
Dragon-type attack.","If held by a Pokémon, this Berry will lessen the damage taken from one super effective Dragon-type attack.","If held by a Pokémon, this Berry will lessen the
damage taken from one supereffective
Dragon-type attack."
haban-berry/sword-shield,flavor_text,"If held by a Pokémon, this Berry will lessen the
damage taken from one supereffective
Dragon-type attack.","If held by a Pokémon, this Berry will lessen the damage taken from one super effective Dragon-type attack.","If held by a Pokémon, this Berry will lessen the
damage taken from one supereffective
Dragon-type attack."
haban-berry/ultra-sun-ultra-moon,flavor_text,"If held by a Pokémon, this Berry will lessen the
damage taken from one supereffective
Dragon-type attack.","If held by a Pokémon, this Berry will lessen the damage taken from one super effective Dragon-type attack.","If held by a Pokémon, this Berry will lessen the
damage taken from one supereffective
Dragon-type attack."
haban-berry/x-y,flavor_text,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Dragon-type attack.","If held by a Pokémon, this Berry will lessen the damage taken from one super effective Dragon-type attack.","If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Dragon-type attack."
health-candy-l/lets-go-pikachu-lets-go-eevee,flavor_text,"A big candy that is packed with energy. When given to
a Pokémon at Lv. 30 or higher, it will increase
that Pokémon’s HP.","A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's HP.","A big candy that is packed with energy. When given to
a Pokémon at Lv. 30 or higher, it will increase
that Pokémon’s HP."
health-candy-l/sword-shield,flavor_text,"A big candy that is packed with energy. When given to
a Pokémon at Lv. 30 or higher, it will increase
that Pokémon’s HP.","A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's HP.","A big candy that is packed with energy. When given to
a Pokémon at Lv. 30 or higher, it will increase
that Pokémon’s HP."
health-candy-xl/lets-go-pikachu-lets-go-eevee,flavor_text,"A huge candy that is packed with energy. When given
to a Pokémon at Lv. 60 or higher, it will increase
that Pokémon’s HP.","A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's HP.","A huge candy that is packed with energy. When given
to a Pokémon at Lv. 60 or higher, it will increase
that Pokémon’s HP."
health-candy-xl/sword-shield,flavor_text,"A huge candy that is packed with energy. When given
to a Pokémon at Lv. 60 or higher, it will increase
that Pokémon’s HP.","A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's HP.","A huge candy that is packed with energy. When given
to a Pokémon at Lv. 60 or higher, it will increase
that Pokémon’s HP."
heavy-ball/legends-arceus,flavor_text,"A ball that is too heavy to fly high or far, but it is highly effective if you manage to hit an unsuspecting Pokémon.",A Poké Ball that is better than usual at catching very heavy Pokémon.,"A ball that is too heavy to fly high or far, but it is highly effective if you manage to hit an unsuspecting Pokémon."
heavy-ball/scarlet-violet,flavor_text,"A ball that is too heavy to fly high or far, but it is highly effective if you manage to hit an unsuspecting Pokémon.",A somewhat different Poké Ball that becomes more effective the heavier the Pokémon is.,"A ball that is too heavy to fly high or far, but it is highly effective if you manage to hit an unsuspecting Pokémon."
hondew-berry/diamond-pearl,flavor_text,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Sp. Atk stat.","Using it on a Pokémon makes it more friendly, but it also lowers its base Sp. Atk stat.","A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Sp. Atk stat."
hondew-berry/platinum,flavor_text,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Sp. Atk stat.","Using it on a Pokémon makes it more friendly, but it also lowers its base Sp. Atk stat.","A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Sp. Atk stat."
hyper-potion/sun-moon,flavor_text,"A spray-type medicine for treating wounds. It can
be used to restore 120 HP to an injured Pokémon.",It can be used to restore 120 HP to an injured Pokémon.,"A spray-type medicine for treating wounds. It can
be used to restore 120 HP to an injured Pokémon."
hyper-potion/ultra-sun-ultra-moon,flavor_text,"A spray-type medicine for treating wounds. It can
be used to restore 120 HP to an injured Pokémon.",It can be used to restore 120 HP to an injured Pokémon.,"A spray-type medicine for treating wounds. It can
be used to restore 120 HP to an injured Pokémon."
iapapa-berry/diamond-pearl,flavor_text,"A Poffin ingredient. If held by a
Pokémon, it restores the user’s HP in
a pinch, but may also cause confusion.","A Poffin ingredient. If held by a Pokémon, it restores HP in a pinch, but may cause confusion.","A Poffin ingredient. If held by a
Pokémon, it restores the user’s HP in
a pinch, but may also cause confusion."
iapapa-berry/platinum,flavor_text,"A Poffin ingredient. If held by a
Pokémon, it restores the user’s HP in
a pinch, but may also cause confusion.","A Poffin ingredient. If held by a Pokémon, it restores HP in a pinch, but may cause confusion.","A Poffin ingredient. If held by a
Pokémon, it restores the user’s HP in
a pinch, but may also cause confusion."
iapapa-berry/sword-shield,flavor_text,"If held by a Pokémon, it restores the user’s HP in a
pinch, but it will cause confusion if the user hates
the taste.","If held by a Pokémon, it restores HP in a pinch, but may cause confusion if it hates the taste.","If held by a Pokémon, it restores the user’s HP in a
pinch, but it will cause confusion if the user hates
the taste."
ice-gem/sun-moon,flavor_text,"A gem with an essence of ice. When held, it
strengthens the power of an Ice-type move
one time.","A gem with an essence of ice. When held, it strengthens the power of a Ice-type move one time.","A gem with an essence of ice. When held, it
strengthens the power of an Ice-type move
one time."
ice-gem/ultra-sun-ultra-moon,flavor_text,"A gem with an essence of ice. When held, it
strengthens the power of an Ice-type move
one time.","A gem with an essence of ice. When held, it strengthens the power of a Ice-type move one time.","A gem with an essence of ice. When held, it
strengthens the power of an Ice-type move
one time."
ice-gem/x-y,flavor_text,"A gem with an essence of ice.
When held, it strengthens the power
of an Ice-type move one time.","A gem with an essence of ice. When held, it strengthens the power of a Ice-type move one time.","A gem with an essence of ice.
When held, it strengthens the power
of an Ice-type move one time."
icium-z--held/sun-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Ice-type moves to Z-Moves.",It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.,"This is a crystallized form of Z-Power.
It upgrades Ice-type moves to Z-Moves."
icium-z--held/sword-shield,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Ice-type moves to Z-Moves.",It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.,"This is a crystallized form of Z-Power.
It upgrades Ice-type moves to Z-Moves."
icium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Ice-type moves to Z-Moves.",It converts Z-Power into crystals that upgrade Ice-type moves to Ice-type Z-Moves.,"This is a crystallized form of Z-Power.
It upgrades Ice-type moves to Z-Moves."
incinium-z--held/sun-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Incineroar’s Darkest Lariat to a Z-Move.",It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Incineroar’s Darkest Lariat to a Z-Move."
incinium-z--held/sword-shield,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Incineroar’s Darkest Lariat to a Z-Move.",It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Incineroar’s Darkest Lariat to a Z-Move."
incinium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Incineroar’s Darkest Lariat to a Z-Move.",It converts Z-Power into crystals that upgrade Incineroar's Darkest Lariat to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Incineroar’s Darkest Lariat to a Z-Move."
lajet-ball/legends-arceus,flavor_text,"Can be thrown further than a Wing Ball.
Is more effective for catching Pokémon that fly high in the air.",The ultimate iteration of the Feather Ball. A ball that flies fast and true—ideal for catching nimble Pokémon or Pokémon that fly high in the air.,"Can be thrown further than a Wing Ball.
Is more effective for catching Pokémon that fly high in the air."
kommonium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Kommo-o’s Clanging Scales to
a Z-Move.",It converts Z-Power into crystals that upgrade Kommo-o's Clanging Scales to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Kommo-o’s Clanging Scales to
a Z-Move."
laleaden-ball/legends-arceus,flavor_text,"Upgraded version of the Heavy Ball. Doesn't fly far,
but is more effective if the Pokémon hasn't noticed the player.","An improvement on the original Heavy Ball design. A ball that is too heavy to fly high or far, but it is highly effective if you manage to hit an unsuspecting Pokémon.","Upgraded version of the Heavy Ball. Doesn't fly far,
but is more effective if the Pokémon hasn't noticed the player."
leaf-letter--pikachu/lets-go-pikachu-lets-go-eevee,flavor_text,"A letter written on a leaf. Something is written using
Pikachu’s footprints.",A letter written on a leaf. Something is written using Pikachu/Eevee's footprints.,"A letter written on a leaf. Something is written using
Pikachu’s footprints."
leaf-letter--pikachu/sword-shield,flavor_text,"A letter written on a leaf. Something is written using
Pikachu’s footprints.",A letter written on a leaf. Something is written using Pikachu/Eevee's footprints.,"A letter written on a leaf. Something is written using
Pikachu’s footprints."
liechi-berry/diamond-pearl,flavor_text,"A Poffin ingredient.
If held by a Pokémon, it raises its
Attack stat in a pinch.","If held by a Pokémon, it raises its Attack stat in a pinch.","A Poffin ingredient.
If held by a Pokémon, it raises its
Attack stat in a pinch."
liechi-berry/platinum,flavor_text,"A Poffin ingredient.
If held by a Pokémon, it raises its
Attack stat in a pinch.","If held by a Pokémon, it raises its Attack stat in a pinch.","A Poffin ingredient.
If held by a Pokémon, it raises its
Attack stat in a pinch."
lum-berry/emerald,flavor_text,"A hold item that
heals any status
problem in battle.",A hold item that heals status in battle.,"A hold item that
heals any status
problem in battle."
lunalium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Lunala’s Moongeist Beam to a Z-Move.",It converts Z-Power into crystals that upgrade Lunala's Moongeist Beam to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Lunala’s Moongeist Beam to a Z-Move."
lustrous-orb/black-2-white-2,flavor_text,"A beautifully glowing orb to be held by
Palkia. It boosts the power of Dragon-​
and Water-type moves.",A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves.,"A beautifully glowing orb to be held by
Palkia. It boosts the power of Dragon-​
and Water-type moves."
lustrous-orb/black-white,flavor_text,"A beautifully glowing orb to be held by
Palkia. It boosts the power of Dragon-​
and Water-type moves.",A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves.,"A beautifully glowing orb to be held by
Palkia. It boosts the power of Dragon-​
and Water-type moves."
lustrous-orb/diamond-pearl,flavor_text,"A beautifully glowing orb to be held by
PALKIA. It boosts the power of Dragon-​
and Water-type moves.",A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves.,"A beautifully glowing orb to be held by
PALKIA. It boosts the power of Dragon-​
and Water-type moves."
lustrous-orb/heartgold-soulsilver,flavor_text,"A beautifully glowing orb to be held by
PALKIA. It boosts the power of Dragon-​
and Water-type moves.",A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves.,"A beautifully glowing orb to be held by
PALKIA. It boosts the power of Dragon-​
and Water-type moves."
lustrous-orb/platinum,flavor_text,"A beautifully glowing orb to be held by
PALKIA. It boosts the power of Dragon-​
and Water-type moves.",A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves.,"A beautifully glowing orb to be held by
PALKIA. It boosts the power of Dragon-​
and Water-type moves."
lustrous-orb/x-y,flavor_text,"A beautifully glowing orb to be held by
Palkia. It boosts the power of Dragon-​
and Water-type moves when it is held.",A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves when it is held.,"A beautifully glowing orb to be held by
Palkia. It boosts the power of Dragon-​
and Water-type moves when it is held."
lycanium-z--held/sword-shield,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Lycanroc’s Stone Edge to a Z-Move.",It converts Z-Power into crystals that upgrade Lycanroc's Stone Edge to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Lycanroc’s Stone Edge to a Z-Move."
lycanium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Lycanroc’s Stone Edge to a Z-Move.",It converts Z-Power into crystals that upgrade Lycanroc's Stone Edge to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Lycanroc’s Stone Edge to a Z-Move."
mago-berry/diamond-pearl,flavor_text,"A Poffin ingredient. If held by a
Pokémon, it restores the user’s HP in
a pinch, but may also cause confusion.","If held by a Pokémon, it restores the user's HP in a pinch, but may also cause confusion.","A Poffin ingredient. If held by a
Pokémon, it restores the user’s HP in
a pinch, but may also cause confusion."
mago-berry/platinum,flavor_text,"A Poffin ingredient. If held by a
Pokémon, it restores the user’s HP in
a pinch, but may also cause confusion.","If held by a Pokémon, it restores the user's HP in a pinch, but may also cause confusion.","A Poffin ingredient. If held by a
Pokémon, it restores the user’s HP in
a pinch, but may also cause confusion."
marshadium-z--held/sun-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Marshadow’s Spectral Thief to
a Z-Move.",It converts Z-Power into crystals that upgrade Marshadow's Spectral Thief to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Marshadow’s Spectral Thief to
a Z-Move."
marshadium-z--held/sword-shield,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Marshadow’s Spectral Thief to
a Z-Move.",It converts Z-Power into crystals that upgrade Marshadow's Spectral Thief to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Marshadow’s Spectral Thief to
a Z-Move."
marshadium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Marshadow’s Spectral Thief to
a Z-Move.",It converts Z-Power into crystals that upgrade Marshadow's Spectral Thief to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Marshadow’s Spectral Thief to
a Z-Move."
mega-ring/x-y,flavor_text,"This ring contains an untold power that
somehow enables Pokémon carrying
Mega Stones to Mega Evolve in battle.",This ring contains an untold power that somehow enables Pokémon carrying a Mega Stone to Mega Evolve in battle.,"This ring contains an untold power that
somehow enables Pokémon carrying
Mega Stones to Mega Evolve in battle."
mewnium-z--held/lets-go-pikachu-lets-go-eevee,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Mew’s Psychic to a Z-Move.",It converts Z-Power into crystals that upgrade Mew's Psychic to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Mew’s Psychic to a Z-Move."
mewnium-z--held/sun-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Mew’s Psychic to a Z-Move.",It converts Z-Power into crystals that upgrade Mew's Psychic to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Mew’s Psychic to a Z-Move."
mewnium-z--held/sword-shield,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Mew’s Psychic to a Z-Move.",It converts Z-Power into crystals that upgrade Mew's Psychic to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Mew’s Psychic to a Z-Move."
mewnium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Mew’s Psychic to a Z-Move.",It converts Z-Power into crystals that upgrade Mew's Psychic to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Mew’s Psychic to a Z-Move."
mighty-candy/lets-go-pikachu-lets-go-eevee,flavor_text,"A candy that is packed with energy. When given to
a Pokémon, it will increase that Pokémon’s Attack stat.","A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Attack.","A candy that is packed with energy. When given to
a Pokémon, it will increase that Pokémon’s Attack stat."
mighty-candy/sword-shield,flavor_text,"A candy that is packed with energy. When given to
a Pokémon, it will increase that Pokémon’s Attack stat.","A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Attack.","A candy that is packed with energy. When given to
a Pokémon, it will increase that Pokémon’s Attack stat."
mighty-candy-l/lets-go-pikachu-lets-go-eevee,flavor_text,"A big candy that is packed with energy. When given to
a Pokémon at Lv. 30 or higher, it will increase that
Pokémon’s Attack stat.","A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Attack.","A big candy that is packed with energy. When given to
a Pokémon at Lv. 30 or higher, it will increase that
Pokémon’s Attack stat."
mighty-candy-l/sword-shield,flavor_text,"A big candy that is packed with energy. When given to
a Pokémon at Lv. 30 or higher, it will increase that
Pokémon’s Attack stat.","A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Attack.","A big candy that is packed with energy. When given to
a Pokémon at Lv. 30 or higher, it will increase that
Pokémon’s Attack stat."
mighty-candy-xl/lets-go-pikachu-lets-go-eevee,flavor_text,"A huge candy that is packed with energy. When given
to a Pokémon at Lv. 60 or higher, it will increase that
Pokémon’s Attack stat.","A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Attack.","A huge candy that is packed with energy. When given
to a Pokémon at Lv. 60 or higher, it will increase that
Pokémon’s Attack stat."
mighty-candy-xl/sword-shield,flavor_text,"A huge candy that is packed with energy. When given
to a Pokémon at Lv. 60 or higher, it will increase that
Pokémon’s Attack stat.","A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Attack.","A huge candy that is packed with energy. When given
to a Pokémon at Lv. 60 or higher, it will increase that
Pokémon’s Attack stat."
mimikium-z--held/sword-shield,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Mimikyu’s Play Rough to a Z-Move.",It converts Z-Power into crystals that upgrade Mimikyu's Play Rough to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Mimikyu’s Play Rough to a Z-Move."
mimikium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Mimikyu’s Play Rough to a Z-Move.",It converts Z-Power into crystals that upgrade Mimikyu's Play Rough to an exclusive Z-Move.,"This is a crystallized form of Z-Power.
It upgrades Mimikyu’s Play Rough to a Z-Move."
miracle-seed/diamond-pearl,flavor_text,"An item to be held by a Pokémon.
It is a seed imbued with life that ups
the power of Grass-type moves.",A seed imbued with life that ups the power of Grass-type moves.,"An item to be held by a Pokémon.
It is a seed imbued with life that ups
the power of Grass-type moves."
miracle-seed/firered-leafgreen,flavor_text,"An item to be held by a POKéMON.
A seed imbued with life that boosts
the power of GRASS-type moves.",A seed imbued with life that boosts the power of Grass-type moves.,"An item to be held by a POKéMON.
A seed imbued with life that boosts
the power of GRASS-type moves."
miracle-seed/platinum,flavor_text,"An item to be held by a Pokémon.
It is a seed imbued with life that ups
the power of Grass-type moves.",A seed imbued with life that ups the power of Grass-type moves.,"An item to be held by a Pokémon.
It is a seed imbued with life that ups
the power of Grass-type moves."
miracle-seed/sun-moon,flavor_text,"An item to be held by a Pokémon. It’s a seed
imbued with life force that boosts the power of
Grass-type moves.",A seed imbued with life force that boosts the power of Grass-type moves.,"An item to be held by a Pokémon. It’s a seed
imbued with life force that boosts the power of
Grass-type moves."
miracle-seed/sword-shield,flavor_text,"An item to be held by a Pokémon. It’s a seed
imbued with life-force that boosts the power of
Grass-type moves.",A seed imbued with life-force that boosts the power of Grass-type moves.,"An item to be held by a Pokémon. It’s a seed
imbued with life-force that boosts the power of
Grass-type moves."
miracle-seed/ultra-sun-ultra-moon,flavor_text,"An item to be held by a Pokémon. It’s a seed
imbued with life force that boosts the power of
Grass-type moves.",A seed imbued with life force that boosts the power of Grass-type moves.,"An item to be held by a Pokémon. It’s a seed
imbued with life force that boosts the power of
Grass-type moves."
miracle-seed/x-y,flavor_text,"An item to be held by a Pokémon.
It is a seed imbued with life force that
boosts the power of Grass-type moves.",A seed imbued with life force that boosts the power of Grass-type moves.,"An item to be held by a Pokémon.
It is a seed imbued with life force that
boosts the power of Grass-type moves."
misty-seed/sun-moon,flavor_text,"An item to be held by a Pokémon. It boosts Sp. Def
on Misty Terrain. It can only be used once.",An item to be held by a Pokémon. It boosts Sp. Defense on Misty Terrain. It can only be used once.,"An item to be held by a Pokémon. It boosts Sp. Def
on Misty Terrain. It can only be used once."
misty-seed/sword-shield,flavor_text,"An item to be held by a Pokémon. It boosts Sp. Def
on Misty Terrain. It can only be used once.",An item to be held by a Pokémon. It boosts Sp. Defense on Misty Terrain. It can only be used once.,"An item to be held by a Pokémon. It boosts Sp. Def
on Misty Terrain. It can only be used once."
misty-seed/ultra-sun-ultra-moon,flavor_text,"An item to be held by a Pokémon. It boosts Sp. Def
on Misty Terrain. It can only be used once.",An item to be held by a Pokémon. It boosts Sp. Defense on Misty Terrain. It can only be used once.,"An item to be held by a Pokémon. It boosts Sp. Def
on Misty Terrain. It can only be used once."
mystic-water/diamond-pearl,flavor_text,"An item to be held by a Pokémon.
It is a teardrop-shaped gem that ups
the power of Water-type moves.",A teardrop-shaped gem that ups the power of Water-type moves.,"An item to be held by a Pokémon.
It is a teardrop-shaped gem that ups
the power of Water-type moves."
mystic-water/firered-leafgreen,flavor_text,"An item to be held by a POKéMON.
A teardrop-shaped gem that boosts
the power of WATER-type moves.",A teardrop-shaped gem that boosts the power of Water-type moves.,"An item to be held by a POKéMON.
A teardrop-shaped gem that boosts
the power of WATER-type moves."
mystic-water/heartgold-soulsilver,flavor_text,"An item to be held by a Pokémon.
It is a teardrop-shaped gem that ups
the power of Water-type moves.",A teardrop-shaped gem that ups the power of Water-type moves.,"An item to be held by a Pokémon.
It is a teardrop-shaped gem that ups
the power of Water-type moves."
mystic-water/platinum,flavor_text,"An item to be held by a Pokémon.
It is a teardrop-shaped gem that ups
the power of Water-type moves.",A teardrop-shaped gem that ups the power of Water-type moves.,"An item to be held by a Pokémon.
It is a teardrop-shaped gem that ups
the power of Water-type moves."
mystic-water/sun-moon,flavor_text,"An item to be held by a Pokémon. This
teardrop-shaped gem boosts the power of
Water-type moves.",This teardrop-shaped gem boosts the power of Water-type moves.,"An item to be held by a Pokémon. This
teardrop-shaped gem boosts the power of
Water-type moves."
mystic-water/ultra-sun-ultra-moon,flavor_text,"An item to be held by a Pokémon. This
teardrop-shaped gem boosts the power of
Water-type moves.",This teardrop-shaped gem boosts the power of Water-type moves.,"An item to be held by a Pokémon. This
teardrop-shaped gem boosts the power of
Water-type moves."
mystic-water/x-y,flavor_text,"An item to be held by a Pokémon.
This teardrop-shaped gem boosts
the power of Water-type moves.",This teardrop-shaped gem boosts the power of Water-type moves.,"An item to be held by a Pokémon.
This teardrop-shaped gem boosts
the power of Water-type moves."
never-melt-ice/diamond-pearl,flavor_text,"An item to be held by a Pokémon.
It is a piece of ice that repels heat
and boosts Ice-type moves.",A piece of ice that repels heat and boosts Ice-type moves.,"An item to be held by a Pokémon.
It is a piece of ice that repels heat
and boosts Ice-type moves."
never-melt-ice/firered-leafgreen,flavor_text,"An item to be held by a POKéMON.
A piece of ice that repels heat
and boosts ICE-type moves.",A piece of ice that repels heat and boosts Ice-type moves.,"An item to be held by a POKéMON.
A piece of ice that repels heat
and boosts ICE-type moves."
never-melt-ice/heartgold-soulsilver,flavor_text,"An item to be held by a Pokémon.
It is a piece of ice that repels heat
and boosts Ice-type moves.",A piece of ice that repels heat and boosts Ice-type moves.,"An item to be held by a Pokémon.
It is a piece of ice that repels heat
and boosts Ice-type moves."
never-melt-ice/platinum,flavor_text,"An item to be held by a Pokémon.
It is a piece of ice that repels heat
and boosts Ice-type moves.",A piece of ice that repels heat and boosts Ice-type moves.,"An item to be held by a Pokémon.
It is a piece of ice that repels heat
and boosts Ice-type moves."
never-melt-ice/sun-moon,flavor_text,"An item to be held by a Pokémon. It’s a heat-
repelling piece of ice that boosts the power of
Ice-type moves.",A heat-repelling piece of ice that boosts the power of Ice-type moves.,"An item to be held by a Pokémon. It’s a heat-
repelling piece of ice that boosts the power of
Ice-type moves."
never-melt-ice/ultra-sun-ultra-moon,flavor_text,"An item to be held by a Pokémon. It’s a heat-
repelling piece of ice that boosts the power of
Ice-type moves.",A heat-repelling piece of ice that boosts the power of Ice-type moves.,"An item to be held by a Pokémon. It’s a heat-
repelling piece of ice that boosts the power of
Ice-type moves."
never-melt-ice/x-y,flavor_text,"An item to be held by a Pokémon.
It’s a piece of ice that repels heat
effects and boosts Ice-type moves.",A piece of ice that repels heat effects and boosts Ice-type moves.,"An item to be held by a Pokémon.
It’s a piece of ice that repels heat
effects and boosts Ice-type moves."
normalium-z--held/sun-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Normal-type moves to Z-Moves.",It converts Z-Power into crystals that upgrade Normal-type moves to Normal-type Z-Moves.,"This is a crystallized form of Z-Power.
It upgrades Normal-type moves to Z-Moves."
normalium-z--held/sword-shield,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Normal-type moves to Z-Moves.",It converts Z-Power into crystals that upgrade Normal-type moves to Normal-type Z-Moves.,"This is a crystallized form of Z-Power.
It upgrades Normal-type moves to Z-Moves."
normalium-z--held/ultra-sun-ultra-moon,flavor_text,"This is a crystallized form of Z-Power.
It upgrades Normal-type moves to Z-Moves.",It converts Z-Power into crystals that upgrade Normal-type moves to Normal-type Z-Moves.,"This is a crystallized form of Z-Power.
It upgrades Normal-type moves to Z-Moves."
