key,column,pokeapi,pokedb,chosen
continental-crush/sun-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original."
continental-crush/sun-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa crea un masso enorme
e lo lancia sul bersaglio schiacciandolo. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa crea un masso enorme
e lo lancia sul bersaglio schiacciandolo. La potenza
varia a seconda della mossa su cui si basa."
continental-crush/sun-moon/en,flavor_text(z-split),"The user summons a huge rock mountain using its
Z-Power and drops it onto the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user summons a huge rock mountain using its
Z-Power and drops it onto the target with full force.
The power varies, depending on the original move."
continental-crush/sun-moon/ja,flavor_text(z-split),"Ｚパワーで　大きな　岩山を　呼びだし
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　大きな　岩山を　呼びだし
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。"
continental-crush/sun-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量召唤大大的岩山，
全力撞向对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量召唤大大的岩山，
全力撞向对手。
威力会根据原来的招式而改变。"
continental-crush/sun-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original."
continental-crush/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　おおきな　いわやまを　よびだし
ぜんりょくで　あいてに　ぶつける。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　おおきな　いわやまを　よびだし
ぜんりょくで　あいてに　ぶつける。
もとになった　わざで　いりょくが　かわる。"
continental-crush/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 큰 바위산을 불러내
전력으로 상대에게 부딪친다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 큰 바위산을 불러내
전력으로 상대에게 부딪친다.
원래 기술에 따라 위력이 변한다."
continental-crush/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量召喚大大的岩山，
全力撞向對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量召喚大大的岩山，
全力撞向對手。
威力會隨原本的招式而改變。"
continental-crush/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour créer un immense
rocher et écraser l’adversaire avec. La puissance
varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour créer un immense
rocher et écraser l’adversaire avec. La puissance
varie selon celle de la capacité originale."
continental-crush/ultra-sun-ultra-moon/de,flavor_text(z-split),"Der Anwender beschwört mit Z-Kraft einen großen
Felsen herbei und lässt ihn auf das Ziel fallen. Die
Stärke variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender beschwört mit Z-Kraft einen großen
Felsen herbei und lässt ihn auf das Ziel fallen. Die
Stärke variiert je nach zugrunde liegender Attacke."
continental-crush/ultra-sun-ultra-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original."
continental-crush/ultra-sun-ultra-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa crea un masso enorme
e lo lancia sul bersaglio schiacciandolo. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa crea un masso enorme
e lo lancia sul bersaglio schiacciandolo. La potenza
varia a seconda della mossa su cui si basa."
continental-crush/ultra-sun-ultra-moon/en,flavor_text(z-split),"The user summons a huge rock mountain using its
Z-Power and drops it onto the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user summons a huge rock mountain using its
Z-Power and drops it onto the target with full force.
The power varies, depending on the original move."
continental-crush/ultra-sun-ultra-moon/ja,flavor_text(z-split),"Ｚパワーで　大きな　岩山を　呼びだし
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　大きな　岩山を　呼びだし
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。"
continental-crush/ultra-sun-ultra-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量召唤大大的岩山，
全力撞向对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量召唤大大的岩山，
全力撞向对手。
威力会根据原来的招式而改变。"
continental-crush/ultra-sun-ultra-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original."
continental-crush/lets-go-pikachu-lets-go-eevee/ja-hrkt,flavor_text(z-split),"Ｚパワーで　おおきな　いわやまを　よびだし
ぜんりょくで　あいてに　ぶつける。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　おおきな　いわやまを　よびだし
ぜんりょくで　あいてに　ぶつける。
もとになった　わざで　いりょくが　かわる。"
continental-crush/lets-go-pikachu-lets-go-eevee/ko,flavor_text(z-split),"Z파워로 큰 바위산을 불러내
전력으로 상대에게 부딪친다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 큰 바위산을 불러내
전력으로 상대에게 부딪친다.
원래 기술에 따라 위력이 변한다."
continental-crush/lets-go-pikachu-lets-go-eevee/zh-hant,flavor_text(z-split),"透過Ｚ力量召喚大大的岩山，
全力撞向對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量召喚大大的岩山，
全力撞向對手。
威力會隨原本的招式而改變。"
continental-crush/lets-go-pikachu-lets-go-eevee/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour créer un immense
rocher et écraser l’adversaire avec. La puissance varie
selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour créer un immense
rocher et écraser l’adversaire avec. La puissance varie
selon celle de la capacité originale."
continental-crush/lets-go-pikachu-lets-go-eevee/de,flavor_text(z-split),"Der Anwender beschwört mit Z-Kraft einen großen
Felsen herbei und lässt ihn auf das Ziel fallen. Die
Stärke variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender beschwört mit Z-Kraft einen großen
Felsen herbei und lässt ihn auf das Ziel fallen. Die
Stärke variiert je nach zugrunde liegender Attacke."
continental-crush/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original."
continental-crush/lets-go-pikachu-lets-go-eevee/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa crea un masso enorme
e lo lancia sul bersaglio schiacciandolo. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa crea un masso enorme
e lo lancia sul bersaglio schiacciandolo. La potenza
varia a seconda della mossa su cui si basa."
continental-crush/lets-go-pikachu-lets-go-eevee/en,flavor_text(z-split),"The user summons a huge rock mountain using its
Z-Power and drops it onto the target with full force.
The power varies, depending on the original move.",Dummy Data,"The user summons a huge rock mountain using its
Z-Power and drops it onto the target with full force.
The power varies, depending on the original move."
continental-crush/lets-go-pikachu-lets-go-eevee/ja,flavor_text(z-split),"Ｚパワーで　大きな　岩山を　呼びだし
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　大きな　岩山を　呼びだし
全力で　相手に　ぶつける。
元になった　技で　威力が　変わる。"
continental-crush/lets-go-pikachu-lets-go-eevee/zh-hans,flavor_text(z-split),"通过Ｚ力量召唤大大的岩山，
全力撞向对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量召唤大大的岩山，
全力撞向对手。
威力会根据原来的招式而改变。"
continental-crush/lets-go-pikachu-lets-go-eevee/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para crear una montaña
rocosa con la que aplasta al objetivo. Su potencia
depende de la del movimiento original."
savage-spin-out/sun-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　はきだした　いとが
ぜんりょくで　あいてを　しばりつける。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　はきだした　いとが
ぜんりょくで　あいてを　しばりつける。
もとになった　わざで　いりょくが　かわる。"
savage-spin-out/sun-moon/ko,flavor_text(z-split),"Z파워로 뱉어낸 실이
전력으로 상대를 붙들어 맨다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 뱉어낸 실이
전력으로 상대를 붙들어 맨다.
원래 기술에 따라 위력이 변한다."
savage-spin-out/sun-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量用吐出的絲線
全力束縛對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量用吐出的絲線
全力束縛對手。
威力會隨原本的招式而改變。"
savage-spin-out/sun-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour cracher de longs
fils de soie et enserrer l’adversaire. La puissance
varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour cracher de longs
fils de soie et enserrer l’adversaire. La puissance
varie selon celle de la capacité originale."
savage-spin-out/sun-moon/de,flavor_text(z-split),"Mithilfe von Z-Kraft umwickelt der Anwender das
Ziel mit Fäden. Die Stärke variiert je nach zugrunde
liegender Attacke.",Dummy data,"Mithilfe von Z-Kraft umwickelt der Anwender das
Ziel mit Fäden. Die Stärke variiert je nach zugrunde
liegender Attacke."
savage-spin-out/sun-moon/es,flavor_text(z-split),"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original."
savage-spin-out/sun-moon/it,flavor_text(z-split),"Chi la usa sfrutta il Potere Z per creare dei
filamenti che intrappolano il bersaglio. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa sfrutta il Potere Z per creare dei
filamenti che intrappolano il bersaglio. La potenza
varia a seconda della mossa su cui si basa."
savage-spin-out/sun-moon/en,flavor_text(z-split),"The user binds the target with full force with
threads of silk that the user spits using its Z-Power.
The power varies, depending on the original move.",Dummy Data,"The user binds the target with full force with
threads of silk that the user spits using its Z-Power.
The power varies, depending on the original move."
savage-spin-out/sun-moon/ja,flavor_text(z-split),"Ｚパワーで　吐きだした　糸が
全力で　相手を　縛りつける。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　吐きだした　糸が
全力で　相手を　縛りつける。
元になった　技で　威力が　変わる。"
savage-spin-out/sun-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量将吐出的丝线
全力束缚对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量将吐出的丝线
全力束缚对手。
威力会根据原来的招式而改变。"
savage-spin-out/sun-moon/es-419,flavor_text(z-split),"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original."
savage-spin-out/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　はきだした　いとが
ぜんりょくで　あいてを　しばりつける。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　はきだした　いとが
ぜんりょくで　あいてを　しばりつける。
もとになった　わざで　いりょくが　かわる。"
savage-spin-out/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 뱉어낸 실이
전력으로 상대를 붙들어 맨다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 뱉어낸 실이
전력으로 상대를 붙들어 맨다.
원래 기술에 따라 위력이 변한다."
savage-spin-out/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量用吐出的絲線
全力束縛對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量用吐出的絲線
全力束縛對手。
威力會隨原本的招式而改變。"
savage-spin-out/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour cracher de longs
fils de soie et enserrer l’adversaire. La puissance
varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour cracher de longs
fils de soie et enserrer l’adversaire. La puissance
varie selon celle de la capacité originale."
savage-spin-out/ultra-sun-ultra-moon/de,flavor_text(z-split),"Mithilfe von Z-Kraft umwickelt der Anwender das
Ziel mit Fäden. Die Stärke variiert je nach zugrunde
liegender Attacke.",Dummy data,"Mithilfe von Z-Kraft umwickelt der Anwender das
Ziel mit Fäden. Die Stärke variiert je nach zugrunde
liegender Attacke."
savage-spin-out/ultra-sun-ultra-moon/es,flavor_text(z-split),"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original."
savage-spin-out/ultra-sun-ultra-moon/it,flavor_text(z-split),"Chi la usa sfrutta il Potere Z per creare dei
filamenti che intrappolano il bersaglio. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa sfrutta il Potere Z per creare dei
filamenti che intrappolano il bersaglio. La potenza
varia a seconda della mossa su cui si basa."
savage-spin-out/ultra-sun-ultra-moon/en,flavor_text(z-split),"The user binds the target with full force with
threads of silk that the user spits using its Z-Power.
The power varies, depending on the original move.",Dummy Data,"The user binds the target with full force with
threads of silk that the user spits using its Z-Power.
The power varies, depending on the original move."
savage-spin-out/ultra-sun-ultra-moon/ja,flavor_text(z-split),"Ｚパワーで　吐きだした　糸が
全力で　相手を　縛りつける。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　吐きだした　糸が
全力で　相手を　縛りつける。
元になった　技で　威力が　変わる。"
savage-spin-out/ultra-sun-ultra-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量将吐出的丝线
全力束缚对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量将吐出的丝线
全力束缚对手。
威力会根据原来的招式而改变。"
savage-spin-out/ultra-sun-ultra-moon/es-419,flavor_text(z-split),"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original."
savage-spin-out/lets-go-pikachu-lets-go-eevee/ja-hrkt,flavor_text(z-split),"Ｚパワーで　はきだした　いとが
ぜんりょくで　あいてを　しばりつける。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　はきだした　いとが
ぜんりょくで　あいてを　しばりつける。
もとになった　わざで　いりょくが　かわる。"
savage-spin-out/lets-go-pikachu-lets-go-eevee/ko,flavor_text(z-split),"Z파워로 뱉어낸 실이
전력으로 상대를 붙들어 맨다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 뱉어낸 실이
전력으로 상대를 붙들어 맨다.
원래 기술에 따라 위력이 변한다."
savage-spin-out/lets-go-pikachu-lets-go-eevee/zh-hant,flavor_text(z-split),"透過Ｚ力量用吐出的絲線
全力束縛對手。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量用吐出的絲線
全力束縛對手。
威力會隨原本的招式而改變。"
savage-spin-out/lets-go-pikachu-lets-go-eevee/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour cracher de longs
fils de soie et enserrer l’adversaire. La puissance varie
selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour cracher de longs
fils de soie et enserrer l’adversaire. La puissance varie
selon celle de la capacité originale."
savage-spin-out/lets-go-pikachu-lets-go-eevee/de,flavor_text(z-split),"Mithilfe von Z-Kraft umwickelt der Anwender das
Ziel mit Fäden. Die Stärke variiert je nach zugrunde
liegender Attacke.",Dummy data,"Mithilfe von Z-Kraft umwickelt der Anwender das
Ziel mit Fäden. Die Stärke variiert je nach zugrunde
liegender Attacke."
savage-spin-out/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original."
savage-spin-out/lets-go-pikachu-lets-go-eevee/it,flavor_text(z-split),"Chi la usa sfrutta il Potere Z per creare dei
filamenti che intrappolano il bersaglio. La potenza
varia a seconda della mossa su cui si basa.",Dummy Data,"Chi la usa sfrutta il Potere Z per creare dei
filamenti che intrappolano il bersaglio. La potenza
varia a seconda della mossa su cui si basa."
savage-spin-out/lets-go-pikachu-lets-go-eevee/en,flavor_text(z-split),"The user binds the target with full force with
threads of silk that the user spits using its Z-Power.
The power varies, depending on the original move.",Dummy Data,"The user binds the target with full force with
threads of silk that the user spits using its Z-Power.
The power varies, depending on the original move."
savage-spin-out/lets-go-pikachu-lets-go-eevee/ja,flavor_text(z-split),"Ｚパワーで　吐きだした　糸が
全力で　相手を　縛りつける。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　吐きだした　糸が
全力で　相手を　縛りつける。
元になった　技で　威力が　変わる。"
savage-spin-out/lets-go-pikachu-lets-go-eevee/zh-hans,flavor_text(z-split),"通过Ｚ力量将吐出的丝线
全力束缚对手。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量将吐出的丝线
全力束缚对手。
威力会根据原来的招式而改变。"
savage-spin-out/lets-go-pikachu-lets-go-eevee/es-419,flavor_text(z-split),"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original.",Dummy data,"Emplea el Poder Z para encerrar a su oponente en
un capullo contra el que arremete con fuerza.
Su potencia depende de la del movimiento original."
never-ending-nightmare/sun-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　よびよせた　つよい　おんねんが
ぜんりょくで　あいてに　ふりかかる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　よびよせた　つよい　おんねんが
ぜんりょくで　あいてに　ふりかかる。
もとになった　わざで　いりょくが　かわる。"
never-ending-nightmare/sun-moon/ko,flavor_text(z-split),"Z파워로 불러낸 강한 원념이
전력으로 상대에게 쏟아진다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 불러낸 강한 원념이
전력으로 상대에게 쏟아진다.
원래 기술에 따라 위력이 변한다."
never-ending-nightmare/sun-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量召喚強烈的怨念，
全力降禍到對手身上。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量召喚強烈的怨念，
全力降禍到對手身上。
威力會隨原本的招式而改變。"
never-ending-nightmare/sun-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour invoquer des
esprits rancuniers qui s’abattent sur l’adversaire. La
puissance varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour invoquer des
esprits rancuniers qui s’abattent sur l’adversaire. La
puissance varie selon celle de la capacité originale."
never-ending-nightmare/sun-moon/de,flavor_text(z-split),"Der Anwender beschwört mit Z-Kraft tiefen Groll
herbei und lässt diesen auf das Ziel los. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender beschwört mit Z-Kraft tiefen Groll
herbei und lässt diesen auf das Ziel los. Die Stärke
variiert je nach zugrunde liegender Attacke."
never-ending-nightmare/sun-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original."
never-ending-nightmare/sun-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa intrappola il bersaglio
in una morsa generata dal proprio rancore. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa intrappola il bersaglio
in una morsa generata dal proprio rancore. La
potenza varia a seconda della mossa su cui si basa."
never-ending-nightmare/sun-moon/en,flavor_text(z-split),"Deep-seated grudges summoned by the user’s
Z-Power trap the target. The power varies,
depending on the original move.",Dummy Data,"Deep-seated grudges summoned by the user’s
Z-Power trap the target. The power varies,
depending on the original move."
never-ending-nightmare/sun-moon/ja,flavor_text(z-split),"Ｚパワーで　呼びよせた　強い　怨念が
全力で　相手に　降りかかる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　呼びよせた　強い　怨念が
全力で　相手に　降りかかる。
元になった　技で　威力が　変わる。"
never-ending-nightmare/sun-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量召唤强烈的怨念，
全力降临到对手身上。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量召唤强烈的怨念，
全力降临到对手身上。
威力会根据原来的招式而改变。"
never-ending-nightmare/sun-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original."
never-ending-nightmare/ultra-sun-ultra-moon/ja-hrkt,flavor_text(z-split),"Ｚパワーで　よびよせた　つよい　おんねんが
ぜんりょくで　あいてに　ふりかかる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　よびよせた　つよい　おんねんが
ぜんりょくで　あいてに　ふりかかる。
もとになった　わざで　いりょくが　かわる。"
never-ending-nightmare/ultra-sun-ultra-moon/ko,flavor_text(z-split),"Z파워로 불러낸 강한 원념이
전력으로 상대에게 쏟아진다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 불러낸 강한 원념이
전력으로 상대에게 쏟아진다.
원래 기술에 따라 위력이 변한다."
never-ending-nightmare/ultra-sun-ultra-moon/zh-hant,flavor_text(z-split),"透過Ｚ力量召喚強烈的怨念，
全力降禍到對手身上。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量召喚強烈的怨念，
全力降禍到對手身上。
威力會隨原本的招式而改變。"
never-ending-nightmare/ultra-sun-ultra-moon/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour invoquer des
esprits rancuniers qui s’abattent sur l’adversaire. La
puissance varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour invoquer des
esprits rancuniers qui s’abattent sur l’adversaire. La
puissance varie selon celle de la capacité originale."
never-ending-nightmare/ultra-sun-ultra-moon/de,flavor_text(z-split),"Der Anwender beschwört mit Z-Kraft tiefen Groll
herbei und lässt diesen auf das Ziel los. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender beschwört mit Z-Kraft tiefen Groll
herbei und lässt diesen auf das Ziel los. Die Stärke
variiert je nach zugrunde liegender Attacke."
never-ending-nightmare/ultra-sun-ultra-moon/es,flavor_text(z-split),"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original."
never-ending-nightmare/ultra-sun-ultra-moon/it,flavor_text(z-split),"Grazie al Potere Z, chi la usa intrappola il bersaglio
in una morsa generata dal proprio rancore. La
potenza varia a seconda della mossa su cui si basa.",Dummy Data,"Grazie al Potere Z, chi la usa intrappola il bersaglio
in una morsa generata dal proprio rancore. La
potenza varia a seconda della mossa su cui si basa."
never-ending-nightmare/ultra-sun-ultra-moon/en,flavor_text(z-split),"Deep-seated grudges summoned by the user’s
Z-Power trap the target. The power varies,
depending on the original move.",Dummy Data,"Deep-seated grudges summoned by the user’s
Z-Power trap the target. The power varies,
depending on the original move."
never-ending-nightmare/ultra-sun-ultra-moon/ja,flavor_text(z-split),"Ｚパワーで　呼びよせた　強い　怨念が
全力で　相手に　降りかかる。
元になった　技で　威力が　変わる。",ダミーデータ,"Ｚパワーで　呼びよせた　強い　怨念が
全力で　相手に　降りかかる。
元になった　技で　威力が　変わる。"
never-ending-nightmare/ultra-sun-ultra-moon/zh-hans,flavor_text(z-split),"通过Ｚ力量召唤强烈的怨念，
全力降临到对手身上。
威力会根据原来的招式而改变。",ダミーデータ,"通过Ｚ力量召唤强烈的怨念，
全力降临到对手身上。
威力会根据原来的招式而改变。"
never-ending-nightmare/ultra-sun-ultra-moon/es-419,flavor_text(z-split),"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original."
never-ending-nightmare/lets-go-pikachu-lets-go-eevee/ja-hrkt,flavor_text(z-split),"Ｚパワーで　よびよせた　つよい　おんねんが
ぜんりょくで　あいてに　ふりかかる。
もとになった　わざで　いりょくが　かわる。",ダミーデータ,"Ｚパワーで　よびよせた　つよい　おんねんが
ぜんりょくで　あいてに　ふりかかる。
もとになった　わざで　いりょくが　かわる。"
never-ending-nightmare/lets-go-pikachu-lets-go-eevee/ko,flavor_text(z-split),"Z파워로 불러낸 강한 원념이
전력으로 상대에게 쏟아진다.
원래 기술에 따라 위력이 변한다.",Dummy Data,"Z파워로 불러낸 강한 원념이
전력으로 상대에게 쏟아진다.
원래 기술에 따라 위력이 변한다."
never-ending-nightmare/lets-go-pikachu-lets-go-eevee/zh-hant,flavor_text(z-split),"透過Ｚ力量召喚強烈的怨念，
全力降禍到對手身上。
威力會隨原本的招式而改變。",ダミーデータ,"透過Ｚ力量召喚強烈的怨念，
全力降禍到對手身上。
威力會隨原本的招式而改變。"
never-ending-nightmare/lets-go-pikachu-lets-go-eevee/fr,flavor_text(z-split),"Le Pokémon utilise la Force Z pour invoquer des esprits
rancuniers qui s’abattent sur l’adversaire. La puissance
varie selon celle de la capacité originale.",Dummy,"Le Pokémon utilise la Force Z pour invoquer des esprits
rancuniers qui s’abattent sur l’adversaire. La puissance
varie selon celle de la capacité originale."
never-ending-nightmare/lets-go-pikachu-lets-go-eevee/de,flavor_text(z-split),"Der Anwender beschwört mit Z-Kraft tiefen Groll
herbei und lässt diesen auf das Ziel los. Die Stärke
variiert je nach zugrunde liegender Attacke.",Dummy data,"Der Anwender beschwört mit Z-Kraft tiefen Groll
herbei und lässt diesen auf das Ziel los. Die Stärke
variiert je nach zugrunde liegender Attacke."
never-ending-nightmare/lets-go-pikachu-lets-go-eevee/es,flavor_text(z-split),"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original.",Dummy data,"El usuario emplea el Poder Z para invocar a unos
espectros encolerizados que apresan al objetivo.
Su potencia depende de la del movimiento original."
